Title,Note,Id,Date de Sortie,Age Rating,Franchise,Genres,Hypes,nb_languages,nb_platforms,Themes,Collection,Graphismes,Publisher,Developer,Multiplayer,Perspective,Similar Games,Game Engine,Summary,Storyline
Descenders,75,52200,2019,Tout Public,NA,"['Racing', 'Simulator', 'Sport', 'Arcade']",1,32,6,['Action'],Yes,2073600,['No More Robots'],['RageSquid'],No,Third person,"[15851, 27378, 47161, 103218, 112078, 114285, 114432, 118871, 119422, 120126]",Unity,"""Descenders is extreme downhill freeriding for the modern era, with procedurally generated worlds, and where mistakes have real consequences. Will you lead your team to glory and become the next legendary Descender?""",
Fullmetal Alchemist Mobile,N/A,211841,2022,NA,NA,"['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Adventure']",0,0,2,"['Action', 'Fantasy', 'Science fiction']",Yes,921600,['Square Enix'],['Square Enix'],Yes,Bird view / Isometric,"[55038, 55199, 81249, 96217, 103168, 103303, 105269, 106987, 113360, 115653]",NA,"Fullmetal Alchemist Mobile is based on the titular manga and anime series created by Hiromu Arakawa. It’s a strategy RPG with gacha elements., and players can roll for various characters from the franchise. Combat takes place on a grid and is turn-based. Characters can use various attacks, and unleash flashy ultimate techniques inspired by their actions in the story. Alongside a pre-release stream, Square Enix uploaded a trailer focusing on various characters’ ultimate attack animations. It will be launched in Taiwan, Hong Kong and Macau.","Based on the hit Anime series by square enix. Full Metal Alchemist Brotherhood! Play thru a Jrpg Gacha experience as you traverse through the storyline. Experience pvp, co op and more."
Hindsight,76,145781,2022,16 year,NA,"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",1,30,8,[],Yes,2073600,['Annapurna Interactive'],['Joel McDonald'],NA,NA,"[236, 13189, 18011, 25222, 25646, 26223, 27266, 27725, 81275, 106992]",NA,"Enter and explore memories from long ago. Relive moments frozen in time.

Hindsight is a narrative exploration game spanning the entirety of a woman’s life, from birth to present day, as she tries to make sense of it all. Revisit her childhood home, sort through personal belongings, and step through windows to memories frozen in time.","Hindsight asks you to slow down and pay attention to the little things left behind. Piece these things together and shift your viewpoint until you find just the right perspective to pull you deeper into the past.

Long forgotten memories and dreams cascade into one another. Linger as long as you wish, but sooner or later you must come back to the present.

What will you take with you? And what will you leave behind?"
Kokoro Clover Season 1,N/A,204950,2022,Tout Public,NA,"['Simulator', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie', 'Arcade', 'Visual Novel']",0,4,2,"['Action', 'Fantasy', 'Comedy']",Yes,1190400,"['Gotcha Gotcha Games', 'Phoenixx Inc.']",['hikotel'],NA,Side view,"[12517, 18182, 23733, 24426, 26226, 38967, 105447, 119277, 140687, 142151]",Pixel Game Maker MV,"Plop down on the couch in your comfiest pajamas, grab a big bowl of cereal, and prepare to enter ""Kokoro Clover"", a 2D platformer inspired by Sunday morning Japanese anime shows of the past! Transformations, cards, dancing, and robots! Let's find out what this wonderful world has in store!","One day, Treffy, the spirit user, accidentally obtains the ""Kokoro Clover"" and goes on a great adventure with his friends in order to discover his secret! The silly rivals and formidable enemies who are after the ""Kokoro Clover""."
Picross X: Picbits vs. Uzboross,N/A,210672,2022,Tout Public,NA,['Puzzle'],0,7,1,"['Action', 'Party']",Yes,2073600,['Jupiter Corporation'],['Jupiter Corporation'],Yes,NA,"[20342, 24426, 25646, 28070, 55173, 55190, 55984, 56033, 60044, 119207]",NA,"Picross X is a high-speed, 5x5 nonogram puzzle game",
Vanaris Tactics,N/A,186371,2022,Tout Public,NA,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Indie']",0,22,4,['Fantasy'],Yes,1184000,"['Chorus Worldwide', 'Toge Productions']",['Matheus Reis'],NA,Third person,"[7615, 9472, 13196, 19404, 28182, 93694, 96217, 106987, 115653, 116992]",NA,"Vanaris Tactics is a short narrative tactical RPG experience that tells a story about refugees fleeing their occupied motherland. You lead a group of refugees looking for freedom outside the walls of Vanaris, unite your people and use tactical prowess to escape your oppressors.",
Amazing Bomberman,N/A,211494,2022,NA,NA,"['Puzzle', 'Strategy', 'Arcade']",0,0,2,['Action'],Yes,NA,['Konami'],['Konami'],NA,NA,"[25640, 25646, 25905, 34024, 56033, 60044, 78550, 90788, 95340, 110503]",NA,"""Bomberman"" the icon of competitive action games is now available on AppleArcade!
Amazing Bomberman is a new Bomberman game with excellent music and visual effects.
Enjoy thrilling battles on the stages that change to the rhythm of the music.",
Bokura,N/A,195883,2023,16 year,NA,"['Platform', 'Puzzle', 'Adventure', 'Indie']",0,8,5,"['Action', 'Drama']",Yes,1190400,['KODANSHA'],['tokoronyori'],Yes,Side view,"[20342, 24426, 25646, 28070, 55173, 55190, 56033, 77529, 89597, 110503]",Unity,"Bokura is a puzzle adventure game for 2 players only. Each player will be two boys who have run away from home, and will work together to overcome the wall and aim for ""somewhere far"".","Two boys who run away from home encounter a dead deer. The sight of it causes them to faint, but when they wake up, the worlds they see are no longer the same.

One of them sees a world of animals, while the other sees a world of machines. Will the boys be able to find out what has happened to them and return to the world they used to be in?"
GigaBash,73,136977,2022,Tout Public,NA,"['Fighting', ""Hack and slash/Beat 'em up"", 'Indie', 'Arcade']",1,26,6,"['Action', 'Fantasy', 'Kids', 'Party']",Yes,3686400,['Passion Republic Games'],['Passion Republic Games'],No,Bird view / Isometric,"[27419, 36198, 54775, 96217, 103369, 106987, 110503, 113360, 119207, 120623]",NA,"GigaBash is a 4 player arena brawler, play from a colorful cast of characters inspired by classic monster tropes, each with their own unique skillset. Rampage around the world in familiar battlegrounds, such as cities & jungles, each with a unique mechanic designed. Transform into an S-class Titan for an epic comeback, or dominate your foes in style with your Ultimate. The game emphasizes on accessibility & pure fun, seeking to unite players on the couch for a casual bash or a competitive brawl.
About th","After centuries spent slumbering in the bowels of the earth, the primordial beasts known as Titans have awoken. Now they must battle humanity - and one another - for total world dominance.

GigaBash combines chaos and creativity with the jaw-dropping scale of the classic kaiju movies. Play as either a rampaging Titan or a Titan-hunting mecha; summon lightning from the heavens, use a radio tower as a baton, or roll a whole district (and your enemies) into a single massive snowball. Wreak enough havoc and you'll evolve into your final form, the terrifyingly titanic S-Class."
The 13th Month,N/A,166148,2022,NA,NA,"['Adventure', 'Visual Novel']",0,5,3,['Drama'],Yes,1190400,['KODANSHA'],['Kobayashimaru'],NA,Text,"[11458, 12328, 12579, 34218, 55199, 55984, 103266, 105049, 105060, 114150]",NA,"The famous fairy tale ""Sleeping Beauty"" is completely reimagined and redesigned as Visual Novel… With a demonic imagination and originality.","The princess was just too beautiful. She was given all the good qualities of this world, such things as beauty, grace, kindness, tolerance, and honesty. It would soon be the princess’ 16th birthday. On the day of her birthday, a young girl visited the castle. She was a witch.
The witch spoke words of incantation, and the princess fell into an eternal sleep. The days would pass with none but the two girls together in the confines of the princess’ room.
On the 100th year of the princess’ sleep, a brave prince visited her sleeping form. The princes had been told by a wise man that the princess would awaken with a kiss. However, the princess would not awaken, and the prince defeatedly returned home.
Every 100 years a new prince would visit the princess. Heroes from history, legendary figures, people from alternate worlds… Everyone tried to awaken the princess.
The witch, with the desire to protect the princess, would gaze with frigid eyes upon those who wished to awaken her.
What is the motive of this mysterious witch? What secret was entrusted to the princess? All is still unclear.
Let us open the magic door and look quietly in upon the sleeping princess. There we may find the answers to our burning questions."
Tyrant's Blessing,71,164888,2022,16 year,NA,"['Puzzle', 'Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Adventure', 'Indie']",0,20,4,['Fantasy'],Yes,1190400,['Freedom Games'],['Mercury Game Studio'],NA,Bird view / Isometric,"[13196, 14394, 19404, 22387, 24426, 26845, 40477, 96217, 115653, 119171]",NA,"Tyrant's Blessing is a tactical turn-based game where your ability to plan, adapt, and strategize is more important than min-maxing your units or finding the sharpest sword in the hoard. Select battles every day, make challenging choices, and cleverly use the strengths of these rag-tag insurgents to defeat the undead hordes and maybe - just maybe - bring real life back to Tyberia.","The Tyrant landed in Tyberia bearing promises of a paradise, without war, without suffering… and without death. All Tyberians had to do in order to enter his paradise was to simply die at the hands of his Dead Army. The war was over before it even began, with thousands perishing in the Tyrant's wake, only to be brought into his fold as undying thralls, bound by magic. The few living warriors left are scattered across the remnants of their homeland, tirelessly looking for a way to turn the tables on the tyrannical Tyrant. Lead a great Uprising, defeat the Dead Army, and drive the monstrous overlord back into the depths of the sea from whence he came."
Axiom Verge 2,76,127269,2021,Tout Public,NA,"['Platform', 'Adventure', 'Indie']",2,24,7,"['Action', 'Science fiction']",Yes,2073600,['Thomas Happ Games'],['Thomas Happ Games'],NA,Side view,"[20342, 24426, 25311, 28070, 29032, 55190, 96217, 105269, 107318, 111130]",Microsoft XNA,"You may have played Axiom Verge, or heard it referenced as a benchmark for indie “metroidvania” adventures. Axiom Verge 2 is part of the same story as Axiom Verge 1 but is a completely new game: new characters, new powers, new enemies, and a new world. You can play it before or after the original.","In this sequel to the critically acclaimed Axiom Verge, you explore an alternate Earth-like world, replete with the ruins of an ancient, high-tech civilization. But something else is lurking just past the fringes of reality, waiting to pull you in. Meet Indra, the mysterious billionaire behind the worldwide Globe 3 conglomerate. What is this world she’s found? Who are the voices that seem to be calling to her?"
Timothy and the Tower of Mu,N/A,169876,2022,NA,NA,"['Platform', 'Adventure', 'Indie']",0,6,1,['Action'],Yes,1190400,['PLAYISM'],['KIBOU ENTERTAINMENT'],NA,Side view,"[20342, 24426, 28070, 29032, 55173, 55190, 56033, 96217, 106987, 111130]",NA,"Ascend the tower to save your grandfather in this classic, hardcore action-platformer. The Tower of Mu is waiting for you... Push past each check point to the next awaiting challenge; dashing, jumping, and slinging your way up to the towers peak. Die. learn. Overcome.","Timothy's grandfather is dead... But legends tell of a tower so high that disappears above the clouds, built by a god. If someone manages to climb it to the top, a wish is granted. Timothy, armed with hope and courage, decides to face this deadly test and bring back to life his grandfather.
The Tower of Mu is waiting for the next victim: are you enough nimble, strong and smart to overcome this challenge?"
Two Point Campus,83,150512,2022,Tout Public,NA,"['Simulator', 'Strategy', 'Indie']",6,29,8,"['Action', 'Comedy', 'Business', 'Sandbox']",Yes,2073600,['Sega'],['Two Point Studios'],NA,Bird view / Isometric,"[17111, 26574, 29173, 31515, 35463, 36553, 37419, 55036, 55590, 55689]",NA,"Build the university of your dreams with Two Point Campus, the follow up management sim with a twist from the creators of Two Point Hospital. Get to know your students, explore their personalities and fulfill their wants and needs. Craft buildings, choose courses, hire the best staff and build an academic institution to stand the test of time.","It’s time to spin academia on its head! Got a yearning for learning? Or just keen to build an educational masterpiece? Campus is jam-packed with new creative tools to help you build the university of your dreams.

For the first time, build in the great outdoors as you develop your own delightfully educational campus environment, housing the top teaching facilities in the land. Whether you prefer building on simple foundations, or placing every tree, you can build the university you want.

Lay down pathways with new easy-to-use tools. Plant glorious collections of outdoor flora. Place benches, fountains, sculptures, hedgerows – even picket fences. The only limit is your imagination (and your in-game bank balance)."
Heaven Burns Red,N/A,132099,2022,Tout Public,NA,"['Role-playing (RPG)', 'Adventure', 'Visual Novel']",0,7,3,"['Fantasy', 'Science fiction']",Yes,2073600,['Wright Flyer Studios'],"['Wright Flyer Studios', 'Key']",NA,Third person,"[22792, 24426, 25921, 27209, 28010, 55038, 96217, 106987, 114009, 115653]",NA,"Heaven Burns Red is the story of a group of girls pinned as the world’s last hope, written by Key’s Jun Maeda. Run around fields and experience a priceless everyday life while fighting to survive in this dramatic RPG!","Earth is on the verge of being attacked by a mysterious life-form called “Cancer.” The weapons developed by humanity thus far have been ineffective against it. Lacking the means to repel the enemy, humanity was tragically defeated. The lands were abandoned, and the ravages of war led to many countries being wiped off the map. And much of the land is now under Cancer’s control.

With little time left and extinction on the horizon, humanity developed a new weapon—the ultimate weapon: “Seraph.” Only those equipped with a Seraph can effectively damage the Cancer. Having gathered those who have mastered the art of Seraph manipulation, humanity established the Seraph Corps as its last hope.

Those who could manipulate Seraphs all had one thing in common: they were girls with some sort of talent.

Ruka Kayamori is among them. And so she, too, throws herself into battle against the Cancer."
Lost in Play,84,150462,2022,16 year,NA,"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",3,26,4,"['Fantasy', 'Mystery']",Yes,1190400,"['Joystick Ventures', 'Snapbreak']",['Happy Juice Games'],NA,Side view,"[236, 11367, 18011, 25222, 26223, 27725, 81275, 96217, 106992, 109573]",NA,"Go on a feel-good adventure with a brother and sister as they explore dreamscapes and befriend magical creatures. Lost in their imagination, Toto and Gal must stick together and solve puzzles to journey back home. This whimsical puzzle adventure game will make you feel like you're playing a cartoon!",
Tower of Fantasy,65,174590,2021,Tout Public,NA,"['Role-playing (RPG)', 'Adventure']",1,22,3,"['Action', 'Fantasy', 'Open world']",Yes,2073600,"['Level Infinite', 'Perfect World Games']","['Hotta Studio', 'Perfect World Games']",Yes,Third person,"[19164, 47823, 55038, 55199, 81249, 96217, 103303, 106987, 113360, 115653]",Unreal Engine 4,"Tower of Fantasy is an anime-inspired cross-platform Massively Multiplayer Online Role-Playing Game (MMORPG) available on Mobile, PC and PlayStation. The MMORPG features a large open world, sci-fi themed Anime aesthetics, fast, smooth action combat, the ability to interact with your environment, an active PvP system and so much more.

Immersive Open-World
Experience a vast alien world full of beautiful open vistas and imposing futuristic structures.

Unique Characters
Wield the unique weapons of each character that grant different gameplay styles as you explore their compelling backstories.

Grow and Explore Together
Party up with friends online and take on new adventures in the shared open world.

Epic Combat
Engage in epic battles against enemies of all shapes and sizes as you switch weapons and gameplay styles on the fly to unlock your own personal fighting style.

Explore and Interact
Explore and interact with a vibrant living world as you discover your own journey through it.","In Tower of Fantasy, dwindling resources and a lack of energy have forced mankind to leave earth and migrate to Aida, a lush and habitable alien world. There, they observed the comet Mara and discovered an unknown but powerful energy called ""Omnium"" contained in it. They built the Omnium Tower to capture Mara, but due to the influence of Omnium radiation, a catastrophic disaster occurred on their new homeworld."
Arcade Paradise,73,145319,2022,Tout Public,NA,"['Puzzle', 'Simulator', 'Strategy', 'Adventure', 'Indie', 'Arcade']",0,33,6,"['Action', 'Business']",Yes,1190400,['Wired Productions'],['Nosebleed Interactive'],NA,First person,"[25311, 25646, 26574, 29173, 35994, 36553, 55190, 56033, 78550, 79134]",NA,"Welcome to Arcade Paradise, the 90’s retro arcade adventure game. With the keys to the family laundromat, Ashley decides to transform the business and give the sleepy town of Grindstone something to get excited about! Stay one step ahead of your father, manage and invest profits, and build your very own Arcade Paradise!",
Axiom Verge 2,76,127269,2021,Tout Public,NA,"['Platform', 'Adventure', 'Indie']",2,24,7,"['Action', 'Science fiction']",Yes,2073600,['Thomas Happ Games'],['Thomas Happ Games'],NA,Side view,"[20342, 24426, 25311, 28070, 29032, 55190, 96217, 105269, 107318, 111130]",Microsoft XNA,"You may have played Axiom Verge, or heard it referenced as a benchmark for indie “metroidvania” adventures. Axiom Verge 2 is part of the same story as Axiom Verge 1 but is a completely new game: new characters, new powers, new enemies, and a new world. You can play it before or after the original.","In this sequel to the critically acclaimed Axiom Verge, you explore an alternate Earth-like world, replete with the ruins of an ancient, high-tech civilization. But something else is lurking just past the fringes of reality, waiting to pull you in. Meet Indra, the mysterious billionaire behind the worldwide Globe 3 conglomerate. What is this world she’s found? Who are the voices that seem to be calling to her?"
Cult of the Lamb,82,165351,2022,Tout Public,NA,"['Role-playing (RPG)', 'Simulator', 'Strategy', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",8,25,7,"['Action', 'Fantasy', 'Comedy']",Yes,1184000,['Devolver Digital'],['Massive Monster'],NA,Bird view / Isometric,"[19150, 25311, 26574, 27092, 35994, 36198, 96217, 106987, 109339, 113360]",Unity,"Cult of the Lamb casts players in the role of a possessed lamb saved from annihilation by an ominous stranger, and must repay their debt by building a loyal following in his name. Start your own cult in a land of false prophets, venturing out into diverse and mysterious regions to build a loyal community of woodland worshippers and spread your Word to become the one true cult.","Collect and use resources to build new structures, perform dark rituals to appease the gods, and give sermons to reinforce the faith of your flock. Explore a sprawling, randomly generated world, fight off hordes of enemies and defeat rival cult leaders in order to absorb their power and assert your cult's dominance. Train your flock and embark on a quest to explore and discover the secrets of five mysterious regions. Cleanse the non-believers, spread enlightenment, and perform mystical rituals on the journey to become the mighty lamb god."
Rumbleverse,N/A,185256,2022,Tout Public,NA,"['Fighting', 'Platform']",1,12,5,['Action'],Yes,3686400,['Epic Games'],['Iron Galaxy Studios'],NA,Third person,"[4052, 8537, 55190, 57187, 76852, 89550, 96452, 101608, 103269, 109277]",NA,"Rumbleverse is a brand new, free-to-play, 40-person Brawler Royale where anyone can be a champion.

In February 2023, Epic games announced that it was shutting down all support and servers for Rumbleverse. This took effect as of 28th February 2023.",
Undernauts: Labyrinth of Yomi,85,25672,2020,18 year,NA,"['Role-playing (RPG)', 'Strategy', 'Adventure']",1,5,5,['Fantasy'],Yes,1933360,"['Experience Inc.', 'Aksys Games']",['Experience Inc.'],NA,First person,"[19404, 25921, 26845, 27092, 55038, 55199, 96217, 103232, 106987, 115653]",NA,"Escape from “Yomi” – a dungeon filled with riches – and danger.

You have been recruited into the Undernauts – a team of brave subterranean adventurers who comb the depths of a massive, monster-infested labyrinth in search of priceless resources.

Make use of your powerful skills and magic items to create exits and reach the surface alive.",
Marvel's Spider-Man Remastered,87,138949,2020,16 year,NA,"[""Hack and slash/Beat 'em up"", 'Adventure']",1,49,2,"['Action', 'Stealth', 'Drama', 'Open world']",Yes,3686400,['Sony Interactive Entertainment'],['Insomniac Games'],NA,Third person,"[19565, 26574, 75235, 76253, 81249, 87622, 103054, 103168, 103303, 115283]",Insomniac Engine v.4.0,"Included in the Ultimate Edition of Marvel's Spider-Man: Miles Morales, this is a Playstation 5 remaster of Marvel's Spider-Man and all of its DLC.

The remastered version features improved skin, eyes, hair, and facial animation, as well as ray-traced reflections, ambient shadows, and improved lighting. More pedestrians and vehicles are also seen in the remaster.

Marvel's Spider-Man: Remastered also adds three new Spider-Man suits which were not in the original game, as well as new photo mode features and new trophies.",
Super Bullet Break,N/A,196819,2022,Tout Public,NA,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Arcade', 'Card & Board Game']",0,17,3,"['Action', 'Fantasy']",Yes,1190400,['PQube'],['BeXide'],NA,NA,"[24426, 25311, 26574, 27092, 27209, 28010, 35994, 96217, 106987, 115653]",NA,"Super Bullet Break is a one-of-a-kind strategy deck builder filled with a wild bunch of cute and colourful characters - 'Bullets' - each and every one of them unique in their own way. Rescue online games from total destruction in a world where online multiplayer games have been taken over by a rogue AI! Can you save the world, defeat enemies in strategic turn-based battles, and beat Super Bullet Break?",
Spark the Electric Jester 3,N/A,153620,2022,NA,NA,"['Platform', ""Hack and slash/Beat 'em up"", 'Indie']",0,2,1,"['Action', 'Fantasy', 'Science fiction']",Yes,1190400,['Feperd Games'],['Feperd Games'],NA,Third person,"[19150, 23733, 24426, 26226, 26820, 28070, 55038, 96217, 106987, 118119]",Unity,"Continuing directly from where Spark the Electric Jester 2 left off, Join Spark on his mission to overthrow his rival once again. Blaze through fast action packed stages and experience a new and improved combat system.

The gameplay is a mix of action and platforming in a clever way, taking elements from many games of both genres, you are able to find powers that change the way you play, enjoy great freedom of movement, discover many different ways to beat each stage, and ways to do it faster.","Continuing directly from where Spark the Electric Jester 2 left off, Join Spark on his mission to overthrow his rival once again."
