Title,Note,Id,Date de Sortie,Age Rating,Franchise,Genres,Hypes,nb_languages,nb_platforms,Themes,Collection,Graphismes,Publisher,Developer,Multiplayer,Perspective,Similar Games,Game Engine,Summary,Storyline
Hover Junkers,80,18903,2016,NA,,"['Shooter', 'Adventure', 'Indie']",0,2,1,['Action'],Yes,1190400,['Stress Level Zero'],['Stress Level Zero'],NA,First person,"[25646, 35994, 76263, 96217, 103292, 105269, 106805, 106987, 107318, 111130]",Unity,"Hover Junkers is a VR + MOTION CONTROL ONLY multiplayer flying fort game designed from the ground up exclusively for VR. Enter the virtual world of the drought stricken future where junk hunters scavenge for scrap left behind. Players choose their ship based on their RoomScale play area and enter into multiplayer combat areas to claim scrap/loot and defend against enemy player junkers. Using scrap as actual defenses against incoming fire, players can physically dodge, hide, and shoot from behind the cover of their ships defenses.",
Quantum Break,77,3750,2016,16 year,,"['Shooter', 'Adventure']",34,29,2,"['Action', 'Science fiction']",Yes,2073600,['Microsoft Studios'],['Remedy Entertainment'],No,Third person,"[564, 960, 1006, 1009, 1121, 1985, 3025, 7020, 7323, 19441]",Northlight Engine,"Fix Time Before It Destroys Everything!

When time breaks, catastrophe becomes your playground. As hero Jack Joyce, you'll fight your way through epic disasters that stutter back and forth in time. But surviving this unstable world--and halting the end of time itself--is only possible by mastering your new time powers.","""Time has been broken. A Fracture in time, created by a time travel experiment that has gone wrong, is advancing at an inexorable pace. As a result, time itself is now stuttering to a halt and then restarting, causing the world to turn into a frozen tableau. Most are unaware of the imminent disaster.

Jack Joyce is not one of these people: changed by the same experiment, he can see the damage as the Fracture advances; time keeps slipping more and more out of joint and as the world loses synchronization, destruction on a massive scale ensues. Jack is desperately trying to find a way to prevent the Fracture from reaching its conclusion – that final moment when the last grain of sand in the hourglass tumbles down, and time ends. But his best friend Paul Serene and the ruthless Monarch Solutions have their own plans, and Jack’s efforts don’t line up with them. They are willing to use whatever means necessary to stop him."""
Skullgirls 2nd Encore,82,11179,2015,18 year,,"['Fighting', 'Arcade']",0,16,8,['Action'],Yes,2073600,"['Marvelous USA, Inc.', 'Arc System Works', 'Autumn Games', 'Skybound Games']",['Lab Zero Games'],NA,Side view,"[4052, 8537, 10605, 43367, 87728, 89550, 101608, 103369, 109277, 117533]",NA,"Skullgirls 2nd Encore is a beautifully hand-animated, fast-paced 2D fighting game that puts players in control of fierce warriors in an extraordinary Dark Deco world. Each of the 14 wildly original characters features unique gameplay mechanics and plenty of personality.",
Dark Souls III,89,11133,2016,16 year,,"['Role-playing (RPG)', 'Adventure']",27,26,3,"['Action', 'Fantasy', 'Historical', 'Open world']",Yes,882000,"['Bandai Namco Entertainment', 'FromSoftware']",['FromSoftware'],Yes,Third person,"[1942, 7331, 7334, 9243, 14394, 25076, 36198, 81249, 103303, 105049]",NA,"Dark Souls continues to push the boundaries with the latest, ambitious chapter in the critically-acclaimed and genre-defining series. Prepare yourself and embrace the darkness!","As fires fade and the world falls into ruin, journey into a universe filled with more colossal enemies and environments. Players will be immersed into a world of epic atmosphere and darkness through faster gameplay and amplified combat intensity. Fans and newcomers alike will get lost in the game hallmark rewarding gameplay and immersive graphics.
Now only embers remain… Prepare yourself once more and Embrace The Darkness!"
Ratchet & Clank,88,11065,2016,Tout Public,,"['Shooter', 'Platform', 'Adventure']",16,0,1,"['Action', 'Science fiction', 'Comedy']",Yes,8294400,['Sony Interactive Entertainment'],['Insomniac Games'],NA,Third person,"[1006, 1289, 1528, 1773, 1791, 7331, 9806, 11156, 17447, 19441]",NA,"Ratchet & Clank is a new game based on elements from the original Ratchet & Clank (PS2), featuring more than an hour of new cinematics (including footage from the film) in vibrant 1080p, new locations, weapons, bosses and more. Join Ratchet, Clank, Captain Qwark and new friends as they embark on an intergalactic adventure, and experience the start of an epic friendship (again) on PlayStation 4.",
Stories: The Path of Destinies,73,12815,2016,Tout Public,,"['Role-playing (RPG)', 'Adventure', 'Indie']",1,15,3,"['Action', 'Fantasy']",Yes,2073600,['Spearhead Games'],['Spearhead Games'],NA,Bird view / Isometric,"[3222, 19150, 22387, 24426, 36198, 47823, 55199, 96217, 106987, 113360]",Unreal Engine,"Reynardo the Fox is a clever rogue, but he’s not as clever as he thinks. He's got himself sucked into a Rebellion against the mad Emperor, and now he’s got fateful choices to make. Should he rescue his oldest friend, the shiftless Lapino; wield a gem cursed by a dead god; or resurrect a weapon lost at the beginning of time? Worse, he’s still in love with the Emperor’s adopted daughter, who he met in sword fu school. He’s got dozens of ways to screw this up; but is can he find a way to win his war?

Stories: The Path of Destinies is madcap epic fantasy where each choice you make takes you into a different story. But each story — some dark, some romantic, all action-packed — is true in its way, and will lead you to victory if you pay enough attention...",
Code of Princess,67,6751,2012,Tout Public,,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']",0,5,2,['Action'],Yes,722500,"['Agatsuma', 'Atlus']","['Agatsuma', 'Bones']",Yes,Side view,"[5867, 25311, 28309, 54775, 55038, 55199, 80916, 96217, 103168, 106987]",NA,"Code of Princess offers players an exciting yet unconventional experience, deftly blending the combo-heavy fighting gameplay of beat ‘em ups with the stat-boosting character customization of RPGs.",
Final Fantasy IX,94,421,2000,Tout Public,"id: 4
","['Role-playing (RPG)', 'Turn-based strategy (TBS)']",0,0,4,"['Fantasy', 'Drama', 'Open world']",Yes,240450,"['Square Electronic Arts', 'Square Enix']",['Square'],NA,Third person,"[384, 398, 425, 426, 427, 428, 832, 1219, 1804, 9927]",NA,"Final Fantasy IX is the ninth main installment in the FF series. The title is a return to the series's roots, with gameplay features and references to the past games featuring throughout, as well as a medieval fantasy setting and cartoonish art style as a break from the sci-fi slant style of Final Fantasy VII and Final Fantasy VIII.","Taking place on planet Gaia, the story follows a thief named Zidane Tribal, a member of a thief troupe who is tasked to kidnap the princess of Alexandria, Garnet Til Alexandros XVII. He teams up with her and a team of allies to stop Queen Brahne and her ally Kuja from waging a war with an army of black mages."
Bravely Second: End Layer,81,11256,2015,Tout Public,,"['Role-playing (RPG)', 'Adventure']",0,6,1,['Fantasy'],Yes,1170000,"['Square Enix', 'Nintendo']","['Square Enix', 'Silicon Studio']",NA,Third person,"[22387, 27092, 55038, 55199, 81249, 96217, 103303, 106987, 113360, 115653]",NA,"Prepare yourself for a daring new adventure and unleash masterful battle strategies in the successor to Square Enix’s Bravely Default game. Time has passed since the events of the previous game, bringing about plenty of new dangers to encounter. Agnés Oblige has been kidnapped, and as a knight in her service, it’s up to our hero, Yew, to save her.",
Battlezone 98 Redux,75,20076,2016,NA,,"['Real Time Strategy (RTS)', 'Strategy']",1,14,2,"['Action', 'Science fiction']",Yes,NA,['Rebellion Developments'],['Big Boat Interactive'],Yes,First person,"[11666, 16806, 17111, 17130, 24620, 25311, 30229, 34269, 68855, 107218]",NA,"One of the greatest sci-fi strategy games of all time returns with remastered visuals, online multiplayer and near unlimited mod content from Steam Workshop. Experience thrilling first person action and acclaimed RTS in this explosive alternate vision of the 1960s space race.",
Danganronpa 2: Goodbye Despair,81,9694,2012,16 year,,"['Point-and-click', 'Adventure', 'Visual Novel']",0,8,6,"['Action', 'Thriller', 'Mystery']",Yes,1190400,"['NIS America', 'Spike ChunSoft']",['Spike ChunSoft'],NA,First person,"[3222, 7842, 12579, 24426, 27092, 55984, 80916, 103266, 107614, 109274]",NA,"The follow up to Danganronpa: Trigger Happy Havoc. The main character, Hajime Hinata, a new 'Ultimate' student at Hope's Peak Academy. On their first day, Hajime and all of his classmates are taken on a field trip to the mysterious Jabberwock island by their anthropomorphic rabbit teacher, Usami. Usami explains that on this island the students are to have fun together and become friends to gather Hope Fragments. Usami's field trip does not go as planned when Monokuma appears and begins a new Killing Game. Anyone that wants to leave the island must commit a murder and get away with it. If the murderer is successful, he/she is allowed to leave the island, while everyone else is killed. When a murder occurs, the player investigates. After the investigations, a trial commences to determine who the culprit is.",
Stephen's Sausage Roll,90,19942,2016,NA,,"['Puzzle', 'Indie']",0,3,3,['Open world'],Yes,1190400,['increpare'],['increpare'],NA,Bird view / Isometric,"[17130, 25222, 25646, 27266, 37419, 54678, 55173, 55190, 56033, 106992]",NA,"""A simple 3d puzzle game.""",
Axiom Verge,84,8652,2015,Tout Public,,"['Platform', 'Adventure', 'Indie']",1,17,8,"['Action', 'Science fiction']",Yes,1440000,['Thomas Happ Games'],['Thomas Happ Games'],NA,Side view,"[3222, 18182, 18869, 19301, 20150, 23733, 26226, 36198, 55190, 56033]",Microsoft XNA,"After a lab accident, a scientist awakens in a mysterious, alien world. Is this a distant planet? The far future? Or a complex virtual-reality computer simulation?

Plumb the recesses of a large, labyrinthine world in order to learn its secrets and uncover your role within it. Discover tons of weapons, items, and abilities, each with their own unique behaviors and usage. You’ll need your wits to find them all.
Combat bizarre biomechanoid constructs, the deadly fallout of an ancient war, and the demons of your own psyche.

And finally, break the game itself by using glitches to corrupt foes and solve puzzles in the environment. Life. Afterlife. Real. Virtual. Dream. Nightmare. It's a thin line.

It's Axiom Verge.",
KOI,N/A,20035,2016,Tout Public,,"['Puzzle', 'Adventure', 'Indie']",0,10,4,['Action'],Yes,1190400,"['Oasis Games', 'Dotoyou Games']",['Dotoyou Games'],No,Bird view / Isometric,"[20342, 24426, 25222, 25646, 28070, 55190, 96217, 106987, 106992, 111130]",NA,KOI is an award-winning exploration adventure game that details the story of a small koi on a grand adventure.,
Loud on Planet X,72,19849,2016,Tout Public,,"['Music', 'Indie']",0,0,4,"['Action', 'Science fiction']",Yes,2073600,NA,NA,NA,NA,"[7350, 11646, 16992, 17130, 19301, 21564, 32969, 33153, 55190, 86316]",NA,"Defend your stage with music in this new indie rhythm game featuring Tegan and Sara, CHVRCHES, Lights, Metric, METZ, F*cked Up, HEALTH, Purity Ring, Little Dragon, Austra, Shad, Cadence Weapon, July Talk, Monomyth and more!",
Melty Blood: Actress Again Current Code,78,19943,2010,NA,,"['Fighting', 'Arcade']",0,5,2,"['Action', 'Fantasy']",Yes,1190400,"['Arc System Works', 'Sega', 'Ecole Software']",['French Bread'],No,Side view,"[8746, 22387, 22984, 24426, 27419, 36198, 36732, 56033, 101608, 103369]",NA,"The Sega RingWide and Windows port of Melty Blood Actress Again, originally for the PS2, updated with new characters, a rebalanced roster and some gameplay tweaks. It is the last game in the original Melty Blood series which follows the events of Tsukihime. Melty Blood Actress Again Current Code is an anime fighter with a strong emphasis on movement and featuring Moon styles, giving each of the 31 characters in the roster three different movesets with differing system mechanics. The Arcade mode has the same story as Actress Again, with the addition of new stories for characters new to Current Code (Powered Ciel and Archetype-Earth), duo characters who were without one (Neco & Mech and Kohaku & Mech), and Riesbyfe Stridberg, who gained an unlockable alternative route.","A year has passed after the events of true ending of Melty Blood, with the death of Night of Wallachia in the hands of Sion Eltnam Atlasia, Arcueid Brunestud and Shiki Tohno and also after the events caused by White Len and Aoko Aozaki in Melty Blood Re-ACT and some smaller events in Melty Blood Act Cadenza (Miyako Arima, White Len, Neco-Arc and Neco-Arc Chaos). The combatants who were involved in the case of the two previous TATARIs in Misaki Town feel that something is missing, as if they had forgotten of someone who they knew some time ago (Sion Eltnam Atlasia) and that the events caused by the Night of Wallachia in Misaki Town one year ago returned, as if it had never happened before.

This makes the combatants as Shiki, Sion, Arcueid, Ciel, Akiha Tohno, Hisui and Kohaku act and remake their roles in the event known as ""Hologram Summer"", caused by the Dead Apostle Ancestror, Night of Wallachia once again, and beyond of enemies that appeared and was materialized by TATARI original caused in Misaki Town a year ago, also appear three new combatants who were not present in the original event, which are the friend that Sion lost four years ago, Riesbyfe Stridberg, the greatest personal enemy of Shiki Tohno/Shiki Nanaya who murdered the entire clan of Nanaya, Kouma Kishima, and the responsible for the vampiric attacks caused more than two years ago in Tsukihime, Michael Roa Valdamjong (Near-side version).

But as with Sion had already perceived, and also those not directly involved with the events of the first Melty Blood (Miyako Arima, White Len, Aoko Aozaki, Neco-Arc, Neco-Arc Chaos, Mech-Hisui and his copies and all the manifestations generated by TATARI in the past (Red Arcueid, Shiki Nanaya and Nrvnqsr Chaos), except Night of Wallachia who also had their memories altered a bit, noted that there is a new entity in the shadows, hidden from everyone and everything and is this entity, that somehow, reactivated the TATARI phenomenon that should no longer occur in the world again with the death of Wallachia in Melty Blood and the defeat of White Len in Melty Blood Re-ACT in the past. This new enemy is willing to redo the events caused in first Melty Blood with a sinister goal of eliminating all life on planet earth and exterminate all humanity for using TATARI, by sealing the reality inside of the fantasy by using a forbidden ritual that can transform everything and everyone in Philosopher's stones, with the objective to build a super computer that would become an eternal record of the existence of the human race, to cause their own version of the end of times'.

While Sion and the other individuals who were not affected by changes of altering memories, days and dates of this new entity, trying to solve the new case of TATARI and do Shiki and the others returned to remembering of Sion and that the TATARI already caused by Wallachia occurred a year ago, the other beings materialized by TATARI resolve to follow their 'scripts' and take the opportunity not only to cause terror in the inhabitants of Misaki Town, but want to take revenge on those responsibles who caused their 'deaths' in the past in this city, with some they solve try break free from the control this new TATARI to go behind of the responsible for the remake of Hologram Summer and try to prevent that this entity destroy all life on earth and all humanity."
SpeedRunners,84,9527,2016,Tout Public,,"['Platform', 'Racing', 'Indie', 'Arcade']",1,36,8,"['Action', 'Party']",Yes,2073600,['tinyBuild'],['DoubleDutch Games'],NA,Side view,"[3222, 3227, 9278, 10233, 18869, 27419, 31194, 36198, 55190, 56033]",NA,"Cut-throat multiplayer running game that pits 4 players against each other, locally and/or online. Run, jump, swing around, and use devious weapons and pick-ups to knock opponents off-screen","In a city filled with superheroes, getting to crimes becomes a competition on its own. Fortunately there are enough rockets, bombs, grappling hooks, spikes, and other goodies lying around -- to make the competition fun and fast. Welcome to SpeedRunners."
The Banner Saga 2,82,8288,2016,16 year,,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Tactical', 'Adventure', 'Indie']",4,21,7,"['Fantasy', 'Historical']",Yes,3667968,['Versus Evil'],['Stoic'],NA,Side view,"[1334, 1942, 5508, 9278, 9806, 9938, 10297, 10388, 11646, 14394]",NA,The award winning and BAFTA nominated saga continues in The Banner Saga 2. Continue your journey soon after the climactic events of The Banner Saga. The choices you made in the first game will affect who is alive and who is dead in this exciting sequel.,
Masquerade: The Baubles of Doom,N/A,23371,2016,Tout Public,,"['Adventure', 'Indie']",0,11,5,['Action'],Yes,1190400,['Big Ant Studios'],['Big Ant Studios'],NA,NA,"[7350, 11423, 11646, 16992, 25843, 28309, 30245, 36198, 55190, 80916]",NA,"Masquerade is an action-adventure set in the fantasy world of The Realm, centered around a battle for the mythical Druid Orbs, the most powerful pair of balls in all the land. For it was said that whomever possessed the Orbs, possessed the power to rule all.",
Pollen,64,9177,2016,NA,,"['Adventure', 'Indie']",3,17,1,['Science fiction'],Yes,1715200,['Mindfield Games'],['Mindfield Games'],NA,First person,"[17130, 19301, 21564, 25311, 28070, 36198, 55190, 56033, 105269, 107318]",NA,"Pollen is a first-person exploration game optimized for the upcoming Oculus Rift virtual reality headset.

Pollen is a first-person exploration game set on Titan, the sixth and largest moon of Saturn and the only moon in the solar system with an atmosphere and vast liquid seas, where life may exist. Inspired by science-fiction classics Solaris, 2001: A Space Odyssey and Moon, as well as adventure games Gone Home and The Dig, Pollen begins as the player docks and enters Research Station M. Inside the research station, the player moves from room to room and explores a fully interactable environment. Each step forward leads to new discoveries about the fate of the crew and the secrets that they have uncovered.

Pollen will be optimized for the upcoming Virtual Reality headsets and motion controllers on launch. If you own a VR headset you can enter Research Station “M” just like you were actually on Titan.

The gameplay will not take camera control away from you, use jump scares, have frame drops or any other clear discomforts of VR...except where its intentional like the drunk mode. The best movement type in VR for you can be chosen from the different movement modes (regular, comfort, 25 degree jumping etc.) and multiple tweaks are available from head bob to gamepad acceleration.","After the failed assassination of President Kennedy, NASA combined forces with the Soviet space program. A permanent moonbase was established in the 70s and space technology kept booming throughout the decade as inventions such as anti-gravity allowed objects to be lifted cheaply into orbit. The famous moonbase became a tourist attraction in the 90s as commercial space flights continued to expand the frontier towards the outer solar system

Rama Industries is one of the many organizations expanding the human frontier. Though encountering a disaster from time to time they push forward and search for new possibilities in space. One of the most interesting being the latest findings on the saturnian moon Titan, where the research of Station “M” has taken a spotlight.

The five person research team has now been working on “M” for one year, expanding the base and making wonderous discoveries until two months ago when one of their technicians went missing in a work related accident and a replacement is needed."
Battlefleet Gothic: Armada,77,8713,2016,Tout Public,,"['Real Time Strategy (RTS)', 'Strategy', 'Tactical']",1,13,1,"['Science fiction', 'Warfare']",Yes,1190400,['Focus Entertainment'],['Tindalos Interactive'],NA,Bird view / Isometric,"[6985, 8714, 10243, 11666, 16806, 17111, 28794, 55029, 102057, 107218]",Unreal Engine,"Battlefleet Gothic: Armada is the RTS videogame adaptation of Games Workshop's classic tabletop game, pitting the Chaos, Imperium, Eldar, and Orks against each other in visceral space-battles. 
 
Additionally an extensive multiplayer mode with persistent fleets where up to 4 players can battle simultaneously, Battlefleet Gothic: Armada also features a big story campaign, taking place during the 12th Black Crusade and putting players in the middle of the Gothic War that raged between the Imperium and Abaddon the Despoiler. Players will be at the centre of every fight, commanding fleets of gigantic ships as the Chaos unleash a sequential chain of surprise attacks on Imperium worlds at the start of 20 years of warring in the sector.",
Loud on Planet X,72,19849,2016,Tout Public,,"['Music', 'Indie']",0,0,4,"['Action', 'Science fiction']",Yes,2073600,NA,NA,NA,NA,"[7350, 11646, 16992, 17130, 19301, 21564, 32969, 33153, 55190, 86316]",NA,"Defend your stage with music in this new indie rhythm game featuring Tegan and Sara, CHVRCHES, Lights, Metric, METZ, F*cked Up, HEALTH, Purity Ring, Little Dragon, Austra, Shad, Cadence Weapon, July Talk, Monomyth and more!",
Rogue Stormers,68,17374,2015,16 year,,"['Shooter', 'Platform', 'Adventure', 'Indie']",0,14,3,['Action'],Yes,1190400,['Black Forest Games'],['Black Forest Games'],Yes,Side view,"[19150, 20342, 24426, 28070, 36198, 55173, 55190, 56033, 105269, 107318]",Custom built engine,Rogue Stormers is a run'n'gun game with roguelike elements for up to four players in local and online multiplayer mode. Dying in a mission will allow you to keep earned perks which allow your character to grow stronger with each new raid. You'll delve further and further with each session until you finally defeat the final boss.,
Crown and Council,N/A,18977,2016,NA,,"['Strategy', 'Turn-based strategy (TBS)', 'Indie']",0,1,1,['Fantasy'],Yes,NA,['Mojang Studios'],['Mojang Studios'],NA,Bird view / Isometric,"[7615, 9472, 13196, 13660, 19404, 26268, 28182, 65827, 93694, 116992]",NA,"Originally a jam game, Crown and Council is a casual strategy game of geopolitical drama. Conquer, expand, build and develop your kingdom, until all your foes are crushed! 

Crown and Council relied on procedural generation for the 75 included maps. The generator is built into the game, and you can generate new maps on the fly.",
Rugby Challenge 3,64,17275,2016,Tout Public,,"['Shooter', 'Racing', 'Simulator', 'Sport']",1,6,5,['Science fiction'],Yes,8294400,['Tru Blu Entertainment'],['Wicked Witch Software'],NA,First person,"[3772, 17130, 19564, 37016, 78511, 103218, 114285, 114432, 118871, 120126]",NA,"Rugby Challenge 3 features Rugby Sevens, Over 11 Competitions, Be a Pro Mode plus more. Create custom players and teams then shared online across all platforms using the all new FanHub. Sporting great licenses such as the All Blacks, Wallabies, Springboks and England!",
Star Fox Zero,69,11196,2016,Tout Public,,"['Shooter', 'Adventure']",13,5,1,"['Action', 'Science fiction']",Yes,1280000,"['Nintendo of America', 'Nintendo of Europe', 'Nintendo']","['PlatinumGames', 'Nintendo EPD', 'Nintendo']",Yes,First person,"[1006, 1877, 2180, 2552, 2955, 7333, 17447, 55038, 105269, 107318]",NA,"Fox, Falco, Peppy and Slippy save the Lylat system in this new deep space dogfighting adventure. Using the Wii U GamePad controller and the TV together creates a unique interface that allows players to experience the game with two different viewpoints within the Arwing – aim and shoot enemies in one direction while flying in another. This frees up the TV for a more cinematic flight experience. Then, pilot the Arwing with its new Walker transformation, along with the new Gyrowing and the Landmaster Tank, to traverse interplanetary terrain.",
Star Fox Guard,74,19687,2016,Tout Public,,"['Shooter', 'Puzzle', 'Strategy']",0,5,1,"['Action', 'Science fiction', 'Comedy']",Yes,1280000,['Nintendo'],"['Nintendo EPD', 'PlatinumGames']",NA,First person,"[19164, 25311, 28070, 55038, 57187, 68286, 95340, 103301, 105269, 107318]",NA,"Star Fox Guard is a tower defense video game co-developed by Nintendo and PlatinumGames for the Wii U. The game was bundled as a separate disc for the first print edition of Star Fox Zero during its release in April 2016, and as a digital download code on the Wii U eShop afterwards.",
