Title,Note,Id,Date de Sortie,Age Rating,Franchise,Genres,Hypes,nb_languages,nb_platforms,Themes,Collection,Graphismes,Publisher,Developer,Multiplayer,Perspective,Similar Games,Game Engine,Summary,Storyline
Lara Croft Go,83,11592,2015,Tout Public,NA,"['Puzzle', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",0,18,8,['Action'],Yes,1190400,['Square Enix'],['Square Enix Montréal'],NA,Bird view / Isometric,"[5589, 11423, 14394, 20331, 20342, 21564, 22387, 55173, 55190, 56033]",Unity,"Lara Croft GO expands the turn-based puzzle gameplay and takes you on an adventure set in a long-forgotten world. Explore the ruins of an ancient civilization, discover hidden secrets and face deadly challenges as you uncover the myth of the Queen of Venom.

A never-before-seen take on the iconic franchise featuring challenging gameplay, gorgeous visuals and a mesmerizing soundtrack, all at your fingertips.",
Let It Die,72,18854,2016,Tout Public,NA,"[""Hack and slash/Beat 'em up""]",3,22,2,"['Action', 'Horror', 'Comedy']",Yes,1190400,"['GungHo Online Entertainment America, Inc.']",['Grasshopper Manufacture'],NA,Third person,"[1907, 3222, 7334, 11162, 11231, 15888, 18869, 23275, 114455, 119207]",Unreal Engine,LET IT DIE is a hyper-violent hack-and-slash action experience with roguelike elements. Fight your way to the top in this free-to-play collaborative creation brought to you by Grasshopper Manufacture and GungHo Online Entertainment America.,"""In the year 2026 AD, a large tectonic disturbance occurred causing mass destruction around the world.

South Western Tokyo split off into the ocean and became an island covered by a deep fog.

Continuous seismic activity then caused a large spire to rise out of the ocean through the island creating a tower-like structure that pierces the clouds.

Many mysteries remain hidden from the eyes of mankind await those courageous enough to dare approach the tower…"""
Mother Russia Bleeds,70,6655,2016,18 year,NA,"['Fighting', ""Hack and slash/Beat 'em up"", 'Indie', 'Arcade']",6,15,5,['Action'],Yes,2073600,['Devolver Digital'],['Le Cartel Studio'],Yes,Side view,"[11162, 18869, 27419, 36198, 43367, 56033, 90011, 107262, 113895, 117533]",NA,"Mother Russia Bleeds is an ultra-violent co-op brawler overflowing with an unmistakable style and unforgettably brutal action for up to four players at once. Set in an alternate U.S.S.R, the story centers on a desperate crew of imprisoned street fighters that must overcome an oppressive criminal authority and crippling drug addictions through any means necessary. Battle solo or alongside friends locally and online in an exceptional story mode campaign or harden your resolve in a multitude of formidable challenge and versus modes.",
Ultimate Marvel vs. Capcom 3,80,2066,2011,Tout Public,NA,['Fighting'],0,14,6,['Action'],Yes,8989504,['Capcom'],"['Eighting', 'Capcom']",No,Side view,"[119, 494, 564, 1006, 1244, 1246, 4755, 4999, 5181, 8247]",MT Framework,"Ultimate Marvel vs. Capcom 3 is a crossover fighting game developed by Capcom in collaboration with Eighting. It is an updated version of Marvel vs. Capcom 3: Fate of Two Worlds. The game features characters from both Capcom's video game franchises and comic book series published by Marvel Comics. The game was released in November 2011 for the PlayStation 3 and Xbox 360, and was featured as a launch title for the PlayStation Vita in 2012.

In Ultimate Marvel vs. Capcom 3, players select a team of three characters to engage in combat and attempt to knock out their opponents. As an update, the game utilizes largely identical gameplay mechanics to the original. However, both the aerial combat and X-Factor systems, introduced in Fate of Two Worlds, have received adjustments. In addition to gameplay modifications and new playable characters, the game features several aesthetic changes.

After the events of the 2011 Tōhoku earthquake and tsunami disrupted the development schedule for downloadable content for Fate of Two Worlds, the additional content was created into a standalone title, Ultimate Marvel vs. Capcom 3, for a discounted retail price. The game received generally positive reviews upon release; critics praised the expanded character roster and improved online experience, but criticized the lack of new features and game modes.",
Lara Croft Go,83,11592,2015,Tout Public,NA,"['Puzzle', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",0,18,8,['Action'],Yes,1190400,['Square Enix'],['Square Enix Montréal'],NA,Bird view / Isometric,"[5589, 11423, 14394, 20331, 20342, 21564, 22387, 55173, 55190, 56033]",Unity,"Lara Croft GO expands the turn-based puzzle gameplay and takes you on an adventure set in a long-forgotten world. Explore the ruins of an ancient civilization, discover hidden secrets and face deadly challenges as you uncover the myth of the Queen of Venom.

A never-before-seen take on the iconic franchise featuring challenging gameplay, gorgeous visuals and a mesmerizing soundtrack, all at your fingertips.",
Arizona Sunshine,63,18303,2016,18 year,NA,"['Shooter', 'Adventure', 'Indie']",1,27,7,"['Action', 'Horror', 'Survival']",Yes,2073600,['Vertigo Games'],"['Vertigo Games', 'Jaywalkers Interactive']",Yes,First person,"[11668, 13210, 24765, 25646, 26658, 37016, 105269, 107318, 109550, 111130]",NA,"Arizona Sunshine is a VR shooter built and optimized for room-scale VR from the ground up. Step into the midst of a zombie apocalypse as if you were really there, and defend yourself against enemies close enough to touch. A custom-built physical animation system makes striking your undead enemies more thrilling and satisfying than ever before.","Step into the midst of a zombie apocalypse as if you were really there, and bash, slash and explode your way through hordes of undead close enough to touch. Arizona Sunshine has you battle for survival across a blistering hot, post-apocalyptic Arizona. Brought (back) to life with Steam VR on HTC Vive.

When you hear a flash of a human voice on the radio, your hopes and beliefs are confirmed - there are still survivors out in the blistering heat of the post apocalyptic Grand Canyon state! Arizona Sunshine poses a two-fold battle for survival in a VR zombie apocalypse in which players need to navigate both the hordes of zombies coming for their brains and the scorching heat in their desperate search for human contact."
Carnival Games VR,58,25339,2016,Tout Public,NA,"['Simulator', 'Sport', 'Arcade']",0,14,5,['Party'],Yes,1190400,['2K Games'],['Cat Daddy Games'],NA,Virtual Reality,"[27378, 28113, 38967, 54774, 87017, 114285, 114432, 118871, 119422, 120795]",NA,"Carnival Games VR brings an immersive virtual reality experience, allowing you to explore the park, interact with patrons and play up to 12 different games. Enter a themed Carnival Alley where you can play a game and earn tickets for virtual prizes or unlock another game. Whether it's scaling a castle in Climbing Wall or rolling for a high score in Alley Ball - there is a game for everyone!",
Dead and Buried,N/A,57195,2016,16 year,NA,[],0,0,1,[],Yes,NA,['Oculus Studios'],['Oculus Studios'],Yes,NA,"[10212, 65868, 70804, 74818, 76974, 77475, 81337, 82702, 83266, 263387]",NA,"Step into a world full of gunslingers and ghosts in Dead and Buried. Grab your Touch controllers and become the best gunslinger in the Wild West in this multiplayer action shooter. Battle it out in the old saloon. Rob a runaway train. Team up with other bandits and defend against hordes of ghastly creatures. Finally, you can live out your Wild West fantasies thanks to virtual reality. 
 
Features: 
 
– Competitive: Online shootouts in an old saloon, train depot and more. 
– Cooperative: Battle waves of creatures with your friends in four-player coop. 
– Practice: Go for the high score in single-player target ranges. 
– Immersive: Duck and lean to take cover in the virtual world. 
– Weaponry: Six-shooters, dynamite, rifles and more. 
– VR-focused: Built from the ground up for Rift and Touch.",
Dead Rising 4,72,19521,2016,18 year,NA,"['Shooter', ""Hack and slash/Beat 'em up"", 'Adventure']",6,32,2,"['Action', 'Horror', 'Survival', 'Comedy', 'Sandbox', 'Open world']",Yes,2073600,"['Capcom', 'Microsoft Studios']","['Capcom Game Studio Vancouver, Inc.']",Yes,Third person,"[1877, 10239, 10776, 17379, 19561, 23275, 26574, 36198, 44076, 102584]",NA,"It’s the holiday season in Willamette, Colorado and a mysterious outbreak has overrun the Willamette Memorial Megaplex Mall and surrounding town with dangerous and deadly predators. Join Frank West as you explore a vast, open world sandbox filled with dangerous new zombies and a million ways to kill them as you seek to uncover the truth behind the outbreak – or die trying.",
Dexed,65,24932,2016,Tout Public,NA,"['Shooter', 'Indie']",0,6,3,"['Action', 'Science fiction']",Yes,2073600,['Ninja Theory'],['Ninja Theory'],NA,Virtual Reality,"[25311, 32902, 43367, 55038, 57187, 68286, 76263, 105269, 107318, 113895]",NA,"From Ninja Theory, creators of Heavenly Sword, Enslaved: Odyssey to the West and DmC: Devil May Cry, Dexed is an on-rails VR shooter that takes you on a dream-like journey through beautifully realized worlds. As you travel you target and shoot enemies using both contollers.",
Enigma Sphere,N/A,139286,1970,NA,NA,[],0,0,0,[],Yes,NA,NA,NA,NA,NA,[],NA,,
Fantastic Contraption,62,18403,2016,Tout Public,NA,"['Puzzle', 'Simulator', 'Strategy', 'Indie']",0,41,3,['Party'],Yes,1190400,"['Radial Games', 'Northway Games']","['Radial Games', 'Northway Games']",NA,First person,"[13200, 17130, 18623, 23345, 29173, 31515, 36269, 55590, 65827, 79134]",NA,"Fantastic Contraption was originally a building game made way back in 2008. Millions of people played it obsessively and saved over 12 million contraptions. You can still play it for free. For years we loved the idea of a 3d Fantastic Contraption but couldn't figure out how it would work. Then we tried the Vive.

The new Fantastic Contraption has been designed from the ground up for room-scale VR. Imagine walking around a grassy island in the sky while you build a machine the size of a horse with your own hands. Press play and watch it trundle off to reach the goal on the other side of the island. With 40+ levels and infinite solutions, it's a VR experience you and your friends will play for hours.",
Final Approach,N/A,18973,2016,NA,NA,"['Simulator', 'Strategy', 'Indie']",0,11,3,['Action'],Yes,NA,['Phaser Lock Interactive'],['Phaser Lock Interactive'],NA,Virtual Reality,"[17130, 25311, 31515, 35994, 36269, 36553, 37419, 55590, 65827, 79134]",NA,"Take control of the skies like never before in a full Virtual Reality world! Airplanes on fire, commuter aircraft low on fuel, mid-air collisions, emergency rescues, and military exercises all need your immediate attention. Manage your world in “God Mode” as you tower over large metropolitan airports, tropical islands, and towering cities. Path your aircraft to safety, avoiding air traffic, fierce thunderstorms, and perilous landscapes. Get those planes refueled, repaired, and back in the air as fast as possible. You will need nerves of steel as you zoom down to “Toy Mode” to fight raging aircraft fires, man the guns and missiles of the battleship, and the worst task of all…Luggage sorting. But don’t waste any time, the skies are full of emergencies that only you can manage. Did we mention the Alien Invasion? Welcome to Final Approach.

Room-Scale VR: Never before has a game used the full capability and power of Room Scale Virtual Space! The sky is full of aircraft of every shape and size, from F16s to Blackhawk Helicopters, WW2 Spitfires and barnstorming bi-wings. We even threw in predator drones and stealth bombers for free!

Final Approach gives you complete control of the skies around the airports and islands as you tower over the world in what we call “God Mode”. Using the HTC Vive or Oculus Touch motion controllers, reach up and grab an aircraft, drawing paths from one side of the room to the other to get the aircraft to their designated runways. In addition to managing the aircraft, the player can use zoom points throughout the game to get up close and personal with various aspects of the terrain. Scale down to real world scale, where you can fight roaring fires with water hoses, interact the guns and missile launchers of battleships, sort luggage, scare of seagulls with air horns and solve puzzles required by the game.",
HoloBall,N/A,18983,2016,Tout Public,NA,"['Sport', 'Indie']",0,8,3,['Action'],Yes,2073600,['TreeFortress Games'],['TreeFortress Games'],NA,Virtual Reality,"[25646, 37419, 76263, 80916, 96217, 106987, 111130, 113895, 121036, 121542]",NA,"HoloBall plunges players into an action-sports arcade arena inspired by one of the most iconic games of all time. Use your paddles to hit, smash and bash the HoloBall past your opponent to score. Learn and master skillshots to outmatch your increasingly difficult opponents.",
I Expect You To Die,82,25948,2016,Tout Public,NA,"['Puzzle', 'Simulator', 'Adventure', 'Indie']",0,19,5,[],Yes,1190400,['Schell Games'],['Schell Games'],NA,Virtual Reality,"[17130, 18869, 19301, 21564, 25222, 55173, 55190, 56033, 79134, 106992]",NA,"I Expect You To Die is a virtual reality puzzle game that places you in the well-polished shoes of an elite secret agent. You must attempt to survive deadly situations in immersive, dangerous locales.",
Oculus First Contact,N/A,196407,2019,Tout Public,NA,['Simulator'],0,0,2,[],Yes,1257472,['Oculus Studios'],['Fun Bits Interactive'],NA,NA,"[17613, 24620, 36346, 65827, 76340, 87485, 100794, 101573, 105264, 112754]",NA,"First Contact is an official Oculus experience built for Oculus Quest. Experience the magic of ‘presence’ in VR, exploring moments that feel as real as they are fantastically impossible. We've built a magic box full of toys and a robot guide; make a new friend, then touch, tap, bounce, hold and throw things, and play together.

Oculus Rex designed First Contact, and is the team that brought you Dreamdeck, Farlands, Prologue and the original Toybox demo. We drew from the inspiration of the 80s: A magical decade when computers and game consoles moved from science fiction to household items and everything seemed possible.",
Pierhead Arcade,N/A,33687,2016,Tout Public,NA,"['Simulator', 'Indie', 'Arcade']",0,1,2,[],Yes,2073600,NA,NA,NA,Virtual Reality,"[17130, 31515, 36269, 37419, 38967, 55590, 65827, 79134, 87975, 120028]",NA,Play in your own virtual arcade with unlimited tokens.,
Quar: Battle for Gate 18,N/A,33649,2016,NA,NA,['Strategy'],0,2,2,['Action'],Yes,1190400,['HTC'],['Steel Wool Studios'],NA,Virtual Reality,"[34024, 34269, 36553, 56967, 77597, 95340, 113201, 113895, 118091, 119156]",Unity,Quar: Battle for Gate 18 is a turn-based strategic VR game set in the grimsical world of Alwyd. The Quar are cute alien ant-eaters. Don't mistake cute for gentle. They use their WW1 level technology to wage war across the face of their world.,
Ripcoil,N/A,58342,1970,NA,NA,['Sport'],0,0,1,[],Yes,NA,NA,NA,NA,NA,"[59093, 109606, 114286, 114287, 116343, 116349, 116350, 116351, 116352, 116353]",NA,Ripcoil is a VR-based disc throwing game from Sanzaru.,
