Title,Note,Id,Date de Sortie,Age Rating,Franchise,Genres,Hypes,nb_languages,nb_platforms,Themes,Collection,Graphismes,Publisher,Developer,Multiplayer,Perspective,Similar Games,Game Engine,Summary,Storyline
Wasteland 3,85,24863,2020,18 year,NA,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Adventure']",29,19,5,"['Action', 'Science fiction', 'Survival']",Yes,2097152,['inXile Entertainment'],['inXile Entertainment'],Yes,Bird view / Isometric,"[24765, 25311, 26145, 26574, 28182, 35994, 89560, 90099, 105049, 119171]",Unity,"As the sole survivor of Team November, a Ranger squad dispatched to the icy Colorado wastes, you find this is a land of buried secrets, lost technology, fearsome lunatics, and deadly factions. No one here has ever heard of the Desert Rangers. Your reputation is yours to build from scratch, and your choices may save this land or doom it. With a renewed focus on macro-reactivity, you'll be picking between warring factions, deciding whether locations are destroyed or saved, and making other far reaching decisions that have a marked impact on the shape of your world.","You push yourself from the ground. Biting wind claws at your eyes, your throat.

Every inch of your body hurts, but you are alive. Your squadmates are not. They lie motionless, frozen beneath the bloody snow. You will join them if you don’t get out of this storm.

A light flickers in the howling dark, over a distant hill. Wincing, you set off towards it."
Windbound,64,132051,2020,Tout Public,NA,"['Role-playing (RPG)', 'Adventure', 'Indie']",6,21,5,"['Action', 'Survival']",Yes,2073600,"['Deep Silver', 'Koch Media']",['5 Lives Studios'],NA,NA,"[25300, 26574, 28309, 30245, 80916, 96217, 105269, 106987, 109339, 113360]",NA,"The Forbidden Islands are Calling, Unlock their Secrets. Shipwrecked on an island, explore, adapt and navigate the land and perilous seas to stay alive.",
Ary and the Secret of Seasons,56,54645,2020,16 year,NA,"['Platform', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",5,21,5,"['Action', 'Fantasy', 'Kids']",Yes,2073600,['Modus Games'],['eXiin'],No,Third person,"[24426, 28070, 55190, 68582, 77529, 89597, 96217, 106987, 110503, 113360]",Unity,"""Ary and the secret of seasons is an adventure game introducing the possibility to navigate between all the seasons.

In this epic story, you will follow the journey of Ary across the world of Valdi. This young girl will join the guardians of seasons, an old organization traditionally ruled by men.

As a new season’s guardian, her self-control and courage will lead her where no other guardian has been, and she will successfully restore the seasons in Valdi.""",
Crusader Kings III,91,124954,2020,18 year,NA,"['Role-playing (RPG)', 'Simulator', 'Strategy']",4,16,5,"['Historical', 'Sandbox', 'Warfare']",Yes,2073600,['Paradox Interactive'],['Paradox Development Studio'],No,Bird view / Isometric,"[18623, 23345, 26574, 31480, 36553, 51577, 55029, 79134, 103232, 111187]",NA,"Crusader Kings III is the newest generation in the medieval role-playing grand strategy game series Crusader Kings. Expand and improve your realm, whether a mighty kingdom or modest county. Use marriage, diplomacy and war to increase your power and prestige in a meticulously detailed map that stretches from Spain to India, Scandinavia to Central Africa.","But uneasy lies the head that wears a crown! Your cunning is your greatest weapon, and intelligence is the key to all successful strategy. Guard your life and the future of your dynasty, because enemies foreign and domestic envy your status. Engage in espionage, join political factions, punish heretics or use assassins to make sure your throne passes safely to the next generation."
Iron Harvest,75,25581,2020,16 year,NA,"['Real Time Strategy (RTS)', 'Strategy']",26,31,3,"['Action', 'Fantasy', 'Science fiction', 'Historical']",Yes,3117600,"['King Art Games', 'King Art', 'Deep Silver']","['King Art Games', 'King Art']",Yes,Bird view / Isometric,"[6985, 25311, 27092, 30229, 36553, 55029, 55038, 78550, 111187, 119156]",Unity,"After World War 1 farmers found a plethora of unexploded ordnance, barbed wire, weapons, shrapnel and bullets while ploughing their fields. They called it the Iron Harvest.

Iron Harvest is a real-time strategy game (RTS) for Playstation 4, Xbox One and PC, set in the alternate reality of 1920+.",
MX vs. ATV All Out,42,67625,2018,Tout Public,NA,"['Racing', 'Simulator', 'Sport']",0,26,4,[],Yes,2304000,['THQ Nordic'],['Rainbow Studios'],No,First person,"[27378, 44178, 78511, 89444, 107196, 116136, 116667, 117855, 118871, 120126]",NA,"All Terrain, All Vehicles, All You! MX vs ATV All Out is the complete off-road racing and lifestyle experience! Find your Rider Style at your private compound, Free Ride across massive environments, and compete in the best series events!",
Super Bomberman R Online,61,135826,2020,Tout Public,NA,['Arcade'],0,14,6,"['Action', 'Party']",Yes,2073600,['Konami'],['Konami'],NA,Bird view / Isometric,"[15851, 43367, 87728, 89025, 96452, 112078, 113895, 114111, 118985, 119207]",NA,"Drop bombs and collect power-ups to blast your way through Super Bomberman R Online! You can compete against up to 64 players from around the world in this explosive survival battle. With the new Battle 64 mode, move from one area to another and blast away your rivals in an epic online survival battle! Fight your way to the end and outlast all other players to be Bomber One!",
Phoenotopia: Awakening,72,136805,2020,16 year,NA,"['Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",0,18,6,"['Action', 'Fantasy', 'Open world']",Yes,2073600,"['Flyhigh Works', 'Cape Cosmic']",['Cape Cosmic'],NA,Bird view / Isometric,"[17548, 19150, 24426, 36198, 81249, 96217, 103303, 106987, 113360, 115653]",Unity 2017,"Join Gail, a simple villager, who must heed the call for adventure when a great starship appears in the night sky and abducts all the adults. As the new oldest member of her fragmented community, she must set out to solve this great mystery. Little does she know of the grand adventure before her, the evil lurking in the shadows, and the role she will play in the fight for Earth’s very existence!","The story follows the adventures of a girl named Gale, who sets out into the world to find out what happened to her village after a mysterious object descends from the sky and abducts almost everyone. Gale embarks on an epic quest that takes her to many different locations, solving puzzles, finding friends, and battling ferocious enemies, in order to find answers."
Spellbreak,79,112870,2020,Tout Public,NA,"['Shooter', 'Role-playing (RPG)', 'Adventure']",10,27,6,['Action'],Yes,3738100,"['Proletariat, Inc.']","['Proletariat, Inc.']",No,Third person,"[19164, 55038, 55199, 76877, 96217, 103292, 105269, 106805, 106987, 107318]",Unreal Engine,"Spellbreak is an epic fantasy action-spellcasting game where players fight to become an all-powerful battlemage. Weave spectacular spell combinations, craft strategic builds, and master your environment as you dominate the Hollow Lands solo or with friends in a non-stop quest for survival.

The servers are currently shut down, but the developers have generously released a PC standalone version that allows you to host community servers or play offline.",
WRC 9,81,133773,2020,Tout Public,NA,"['Racing', 'Simulator', 'Sport']",1,29,6,[],Yes,2073600,['Nacon'],['KT Racing'],NA,First person,"[27378, 44178, 89444, 107196, 114432, 116136, 116667, 117855, 118871, 120126]",KT Engine,"WRC 9 is the leading off-road simulation franchise endorsed by the world's top drivers. It is the most in-depth rally game on the market: 3 new rallies (Kenya, Japan, New Zealand), over 15 classic cars and 100 special stages to tackle!

WRC 9 has new game modes specially designed for the community, including a Clubs system where each player can create their own championship and compete in it online with the rest of the world!

Take control of all official drivers and cars in 3 WRC categories with improved physics for even greater realism, redesigned environments and all-new pacenotes for total immersion.",
Doraemon Story of Seasons,75,115286,2019,Tout Public,NA,"['Role-playing (RPG)', 'Simulator', 'Adventure']",1,20,3,"['Fantasy', 'Business']",Yes,2073600,['Bandai Namco Entertainment'],['Brownies'],NA,Third person,"[29348, 55038, 55199, 81249, 96217, 103232, 103303, 106987, 113360, 115653]",NA,"A crossover game featuring Doreamon in a Story of Seasons game, the current name of the Bokujou Monogatari/牧場物語 series internationally, developed by Brownies and published by Bandai Namco Entertainment for the Nintendo Switch.",
Marvel's Avengers,67,26950,2020,16 year,NA,"['Role-playing (RPG)', 'Adventure']",168,43,6,['Action'],Yes,2073600,['Square Enix'],"['Crystal Dynamics', 'Eidos Montréal']",Yes,Third person,"[1877, 28168, 28309, 30245, 36198, 47823, 55199, 80916, 96217, 106987]",Foundation Engine,"Marvel’s Avengers is an epic, third-person, action-adventure game that combines an original, cinematic story with single-player and co-operative gameplay. Assemble into a team of up to four players online, master extraordinary abilities, customize a growing roster of Heroes, and defend the Earth from escalating threats.","Marvel’s Avengers begins at A-Day, as San Francisco celebrates the opening of an Avengers West Coast Headquarters and an all-new helicarrier, powered by new experimental technology. The day turns tragic when a terrible accident results in mass destruction. Blamed for the tragedy, the Avengers disband.

Iron Man, Hulk, Black Widow, and Thor blame themselves for the mass devastation and the loss of Captain America. In the five years following A-Day, the team’s absence has devastating consequences worldwide. A new organization has risen - Advanced Idea Mechanics, otherwise known as AIM. AIM believes that science – not Super Heroes – is the key to protecting the world.

A teenager Kamala finds herself developing extraordinary polymorphic and healing powers as a direct result of exposure to Terrigen Mists during the A-day incident. With the Avengers disbanded and Advanced Idea Mechanics turning public sentiment against Super Heroes, Kamala hides her abilities from the world.

Kamala’s unwavering loyalty to the Avengers, intelligence, inquisitive nature, and ever-optimistic personality lead to a huge discovery when she uncovers a shocking conspiracy. As Kamala learns to harness and embrace her powers, she finds the will and the way to reassemble Earth’s Mightiest Heroes."
NBA 2K21,68,134599,2020,Tout Public,NA,"['Simulator', 'Sport']",5,12,7,"['Action', 'Business', 'Non-fiction']",Yes,2073600,"['2K Games', '2K']",['Visual Concepts'],NA,Bird view / Isometric,"[4642, 27744, 37419, 102805, 103218, 114285, 114286, 114287, 118871, 119422]",Eco-Motion Engine,"With exciting improvements upon its best-in-class gameplay, competitive and community online features, and deep, varied game modes, NBA 2K21 offers one-of-a-kind immersion into all facets of NBA basketball and culture - where Everything is Game. In NBA 2K21, new, old, and returning ballers alike will find exciting game modes that offer a variety of basketball experiences.",
Tony Hawk's Pro Skater 1 + 2,89,133887,2020,16 year,NA,"['Simulator', 'Sport']",3,25,6,"['Action', 'Sandbox']",Yes,33177600,['Activision'],['Vicarious Visions'],No,Third person,"[26574, 37419, 51577, 76263, 103218, 105011, 113175, 114285, 118871, 119422]",Unreal Engine,"Play the fully-remastered Tony Hawk's Pro Skater & Tony Hawk's Pro Skater 2 games in one epic collection, rebuilt from the ground up in incredible HD. All the pro skaters, levels and tricks are back and fully-remastered.",
AVICII Invector,80,75245,2019,Tout Public,NA,"['Music', 'Indie', 'Arcade']",0,32,5,"['Action', 'Science fiction']",Yes,2073600,"['Wired Productions', 'Hello There']",['Hello There'],No,Third person,"[18981, 25311, 28070, 43367, 56033, 105269, 107318, 111846, 113895, 119207]",NA,"Turn up the volume and take rhythm gaming to new heights, all the way into space.

Fly solo or party with friends in a split screen race, as you join spacepilot Stella on
her journey from one stunning world to the next. Each hit song you play offers on
the note level design and three difficulties to master.

In an exclusive collaboration, Invector features superstar Avicii, one of the world’s
biggest EDM artists, experienced like never before.",
Kingdoms of Amalur: Re-Reckoning,72,134438,2020,18 year,NA,"['Fighting', 'Role-playing (RPG)', 'Adventure']",15,19,4,"['Action', 'Fantasy']",Yes,2073600,['THQ Nordic'],"['Big Huge Games', 'Kaiko']",NA,Third person,"[27092, 55038, 55199, 81249, 96217, 101608, 103168, 103303, 106987, 113360]",NA,"The hit RPG returns! From the minds of the bestselling author R.A. Salvatore, Spawn creator Todd McFarlane, and Elder Scrolls IV: Oblivion lead designer Ken Rolston, comes Kingdoms of Amalur: Re-Reckoning. Remastered with stunning visuals and refined gameplay Re-Reckoning delivers intense, customizable RPG combat inside a sprawling game world.","Uncover the secrets of Amalur, from the vibrant city of Rathir to the vast region of Dalentarth to the grim dungeons of the Brigand Hall Caverns. Rescue a world torn apart by a vicious war and control the keys to immortality as the first warrior ever to be resurrected from the grips of death."
RPG Maker MV,59,24624,2015,Tout Public,NA,"['Role-playing (RPG)', 'Simulator']",0,13,6,['Educational'],Yes,2073600,"['Degica Games', 'NIS America']",['Kadokawa Games'],NA,Bird view / Isometric,"[17130, 19301, 25311, 28129, 29348, 33153, 87485, 103232, 109339, 112191]",NA,"POWERFUL enough for a developer SIMPLE enough for a child VERSATILE enough for any platform!
RPG MAKER MV allows you to make the RPG of your dreams! This latest version includes a host of new features
and export options for MacOSX, Android, and iPhone!",
Star Renegades,77,94816,2020,Tout Public,NA,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Indie']",8,18,4,"['Fantasy', 'Science fiction']",Yes,4147200,"['Raw Fury', 'ININ Games']",['Massive Damage Games'],NA,Side view,"[7615, 9472, 13196, 19404, 25311, 40477, 93694, 96217, 111187, 115653]",Unity,From the makers of Halcyon 6 comes a challenging tactical rogue-lite RPG set in an endless interplanetary rebellion against an evil authoritarian empire. Lead a ragtag squad of rebels in their desperate fight against overwhelming odds and an evolving adversary.,"A tactical squad-based rogue-lite RPG set in an endless interplanetary rebellion against an evil authoritarian empire.

Fusing a reactive, tactical turn-based battle system that emphasizes interrupts and counters, with a procedurally generated and emergent mission-based campaign and an intelligent Adversary system with enemy officers that evolve and move up in the ranks, every playthrough is unique, challenging, and never the same.
Features
Outwit your foes with interrupts, counters, and combos in our fast-paced Reactive Time Battle System
Survive the relentless onslaught of an Intelligent Adversary system that generates unique enemies and bosses that evolve as you play
Unlock dozens of alternate characters as your surviving squad members form bonds and create progeny
Battle your way into the heart of the Empire as our Rebellion Engine creates a unique experience with each playthrough via emergent gameplay and events, procedurally generated missions, shifting priorities, evolving enemies, and tons of equipment/upgrades for your squad"
Metal Max Xeno: Reborn,72,117015,2020,18 year,NA,"['Shooter', 'Role-playing (RPG)', 'Adventure']",0,9,3,"['Action', 'Science fiction', 'Open world']",Yes,658400,"['Kadokawa Games', 'PQube', 'Clouded Leopard Entertainment Inc.']","['Kadokawa Games', '24Frame', 'Cattle Call']",NA,Third person,"[1877, 19164, 19564, 54842, 55038, 81249, 90099, 105049, 105269, 107318]",NA,"A remake of Metal Max Xeno, released on PlayStation Vita and PlayStation 4 in 2018, using a new engine with reworked/updated game systems.
Planned for Winter 2019 in Japan on PlayStation 4 and Nintendo Switch.",
BPM: Bullets Per Minute,74,133330,2020,16 year,NA,"['Shooter', 'Music', 'Adventure', 'Indie', 'Arcade']",0,26,4,['Action'],Yes,1190400,"['Awe Interactive', 'Playtonic Friends']",['Awe Interactive'],NA,First person,"[18981, 43367, 47823, 56033, 96217, 103292, 105269, 106987, 107318, 111130]",NA,"In BPM, all of your actions and the actions of your enemies are tied to the beat of the music. Your enemies perform a dance-like sequence of attacks to an epic rock opera. BPM is inspired by retro shooters of the 90’s. It is fast, frenetic and rhythmical. You can double jump, dash, rocket jump and bunny hop to evade your opponents.",
Fight Crab,60,90231,2020,Tout Public,NA,"['Fighting', 'Simulator', 'Sport', 'Indie']",0,4,2,"['Action', 'Comedy']",Yes,2073600,"['Nussoft', 'Mastiff']","['Nussoft', 'Calappa Games']",NA,Third person,"[21642, 25311, 35994, 36553, 37419, 76263, 105011, 113895, 118871, 119422]",NA,"Welcome to Crab Fight.
A new 3D action game where you take control of a crab, and fight off other giant enemy crabs.

In this far-off world,
These crabs were granted ultimate strength and intelligence from the generous gods. Using their newfound strength and wit, they armed themselves with human weapons of the finest calibur, and took control of the lands. Immortal beings of unrelenting horror, they cannot be killed with swords or even guns.

However, there is only one principle fact that rules these lands; “Those who are flipped onto their shells, shall be cooked into a crab cake, or mouth-watering rangoon.”

Yes,yes...Crabs who have embarrassingly been flipped over onto their shells will have no choice but to submit to the pot.

You are a crab. Aiming to be the best around, you embark on a world tour to flip as many crabs as possible.",
Leisure Suit Larry: Wet Dreams Don't Dry,72,102087,2018,18 year,NA,"['Point-and-click', 'Puzzle', 'Adventure']",3,16,5,['Comedy'],Yes,2073600,['Assemble Entertainment'],['CrazyBunch'],NA,Third person,"[60, 61, 236, 11367, 18011, 25222, 27725, 81275, 106992, 118313]",NA,"Hey ladies, I’m back in business! My new adventure, Leisure Suit Larry - Wet Dreams Don’t Dry, takes me – whatever the route or twist of fate – from the end of the ’80s directly into the 21st century and wow, how the world has changed! While my view of the world and women from way back in the 1980s collides with modern reality harder than the breasts of a lusciously stacked blonde jogging along a beach, I’m all set to date my way across the modern world!","In a “point & click” adventure I’d call typical for the genre we mutually experience how I fall head-over-heels in love with Faith, the hot-to-trot assistant to the boss at Prune, a technology enterprise successful worldwide. Since even dating is done digitally nowadays, the first thing I have to do is to work on my score at Timber, the totally hip, can’t-get-anywhere-without-it dating app where I date women, satisfy their needs, and accordingly pick up points for my Timber profile. And whenever I get a chance in between, always briefly check out a few new bikini pix at Instacrap – the 21st century is gnarly smill!"
Spelunky 2,87,75239,2020,16 year,NA,"['Platform', 'Adventure', 'Indie']",14,13,5,"['Action', 'Fantasy', 'Science fiction']",Yes,4816196,['Mossmouth'],"['BlitWorks', 'Mossmouth']",Yes,Side view,"[19150, 24426, 25311, 28070, 29032, 55038, 55190, 96217, 106987, 113360]",NA,"Spelunky 2 builds upon the unique, randomized challenges that made the original a roguelike classic, offering a huge adventure designed to satisfy players old and new. Meet the next generation of explorers as they find themselves on the Moon, searching for treasure and missing family.",
Azur Lane: Crosswave,56,109475,2019,18 year,NA,"['Shooter', 'Role-playing (RPG)', 'Adventure']",3,9,3,"['Action', 'Warfare']",Yes,2073600,"['Compile Heart', 'Idea Factory']","['Felistella', 'Idea Factory']",NA,Third person,"[55038, 55199, 76877, 96217, 103292, 105269, 106805, 106987, 107318, 119177]",Unreal Engine 4,"The newcomers have joined the four nations which are the Eagle Union, Royal Navy, Ironblood, and Sakura Empire. Each of them is getting along and training every day.

In this time, the four nations decided to collaborate and support the ""Joint War Game.""

Each of the participants will raise their fighting spirits before the grand event in which a few selected members are only chosen to take part.

…How did the Joint War Games come to be held so quickly?
…Who is pulling the strings behind the scenes?

With some mysteries, encounters, and greatly hidden ambitions, a new naval battle never before realized is about to unfold!",
Hades,93,80529,1995,NA,NA,['Shooter'],0,0,1,"['Action', 'Science fiction']",Yes,NA,['LG Software'],['Ablex'],NA,First person,"[306, 28751, 55038, 57187, 68286, 103301, 105269, 105482, 107318, 113362]",NA,A South Korean-made first person shooter (potentially the first ever from that country).,
Ori and the Will of the Wisps,90,37001,2020,Tout Public,NA,"['Platform', 'Adventure']",66,46,4,"['Action', 'Fantasy']",Yes,2073600,"['Xbox Game Studios', 'iam8bit']",['Moon Studios'],NA,Side view,"[24426, 27092, 28070, 28168, 29032, 55173, 55199, 81249, 96217, 106987]",Unity,"The little spirit Ori is no stranger to peril, but when a fateful flight puts the owlet Ku in harm’s way, it will take more than bravery to bring a family back together, heal a broken land, and discover Ori’s true destiny. From the creators of the acclaimed action-platformer Ori and the Blind Forest comes the highly anticipated sequel. Embark on an all-new adventure in a vast world filled with new friends and foes that come to life in stunning, hand-painted artwork. Set to a fully orchestrated original score, Ori and the Will of the Wisps continues the Moon Studios tradition of tightly crafted platforming action and deeply emotional storytelling.",
Welcome to Elk,82,131566,2020,16 year,NA,"['Adventure', 'Indie']",0,15,5,"['Comedy', 'Mystery']",Yes,1190400,['Triple Topping'],['Triple Topping'],NA,Bird view / Isometric,"[236, 17548, 18011, 25222, 26223, 80916, 81275, 96217, 106992, 111130]",Unity,"Welcome to Elk is a biographical adventure set on an island like no other, where every character you encounter has a story to tell. From the weird and wonderful to the dark and desperate, all the tales told on Elk are based on true stories of life on the road less traveled.",
Biped,70,121247,2020,Tout Public,NA,"['Platform', 'Puzzle', 'Simulator', 'Sport', 'Strategy', 'Adventure', 'Indie', 'Arcade']",0,24,4,"['Action', 'Science fiction', 'Kids']",Yes,2021136,['Tencent Games'],"['NEXT Studio', 'NExT Studios']",Yes,Third person,"[20342, 24426, 25311, 28070, 35994, 55190, 56033, 77529, 78550, 110503]",NA,"Biped is a coop action game with physics. Take Aku and Sila on a fun and bonding adventure, overcoming original challenges and saving Earth from going dark.

- 30 exotic stages to explore, many secrets to uncover
- supports both local 2 player coop and solo play
- collect treasures and customize your bipeds",
Crysis Remastered,66,132164,2020,18 year,NA,"['Shooter', 'Adventure']",3,33,4,"['Action', 'Sandbox', 'Warfare', 'Mystery']",Yes,2663040,['Crytek'],['Crytek'],NA,First person,"[1877, 17548, 38030, 47823, 55038, 80916, 103292, 106805, 113360, 119177]",NA,"With its 2007 release, Crysis set the industry standard for first person shooters with stunning visuals, highly evolved gameplay, and an enormous sandbox world. Crysis Remastered adds new graphic features, high-quality textures, and the CRYENGINE's native hardware- and API-agnostic ray tracing solution to update the game for a new generation of hardware.",
Super Mario 3D All-Stars,82,138225,2020,Tout Public,NA,"['Platform', 'Adventure']",3,4,1,"['Action', 'Fantasy', 'Comedy', 'Kids']",Yes,2073600,['Nintendo'],['Nintendo EPD'],Yes,Third person,"[19150, 19164, 20329, 24426, 28070, 29032, 55199, 96217, 106987, 115276]",Emulator,"Discover three of Mario’s grandest 3D adventures with Super Mario 3D All-Stars on Nintendo Switch! This special bundle includes Super Mario 64, Super Mario Sunshine and Super Mario Galaxy, all optimized for Nintendo Switch with updated HD graphics, Joy-Con controls, as well as a music player featuring the epic soundtracks from all three games!",
