Title,Note,Id,Date de Sortie,Age Rating,Franchise,Genres,Hypes,nb_languages,nb_platforms,Themes,Collection,Graphismes,Publisher,Developer,Multiplayer,Perspective,Similar Games,Game Engine,Summary,Storyline
Monster Energy Supercross: The Official Videogame 5,74,182481,2022,Tout Public,NA,"['Racing', 'Simulator', 'Sport']",0,18,5,['Action'],Yes,8294400,['Milestone'],['Milestone'],NA,First person,"[37419, 47161, 103218, 105011, 110411, 114285, 116667, 118871, 119422, 120126]",NA,"Hold on fast to the handlebar of your bike because a new chapter of the series has finally arrived. Try Monster Energy Supercross: The Official Videogame 5 and discover the quintessence of indoor supercross! The road to become a true champion starts here. With the new career mode, you'll have to prove your skills on two-wheel bikes to be able to win glory!",
Persona 4 Arena Ultimax,84,11445,2013,Tout Public,NA,['Fighting'],0,20,6,['Action'],Yes,2073600,"['Atlus', 'Sega']","['Arc System Works', 'Atlus']",NA,Side view,"[4052, 5650, 14704, 24426, 36732, 57296, 57372, 76852, 89550, 101608]",NA,"Persona 4 Arena Ultimax is a fighting video game developed by Arc System Works and Atlus. It is the direct sequel to Persona 4 Arena, which is itself a follow-up to the role-playing game Persona 4. The game was originally released in Japanese arcades on November 28, 2013, and later ported to home consoles. Unlike the previous game, it is not region locked.","The story is a continuation of the events depicted in Persona 4 Arena and begins the day after the previous game concludes, meaning Arena Ultimax is also set in May 2012.

The Midnight Channel is back on the air and once again broadcasts a strange advertisement for another fighting tournament christened P-1 Climax, also known as Operation: World Destruction, that shows members of the Investigation Team and the Shadow Operatives in combat. Just moments after this, Inaba is subject to a power outage and is engulfed by a bizarre red fog. Furthermore, figures that look suspiciously like Mitsuru Kirijo, Aigis and Akihiko Sanada being crucified are shown on TV. While the Investigation Team attempts to figure out what's going on, Junpei Iori and Rise Kujikawa becomes trapped in the red fog, while Labrys, Ken Amada, Koromaru and Yukari Takeba ride on a helicopter to see the fog engulf Inaba."
Kowloon High-School Chronicle,72,122279,2020,Tout Public,NA,"['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Adventure']",0,10,3,"['Fantasy', 'Drama']",Yes,2073600,"['Arc System Works', 'PQube']","['Toybox Inc.', 'Shout! Designworks']",NA,First person,"[24426, 26845, 29348, 55199, 55984, 65503, 96217, 103232, 106987, 115653]",NA,"Take on the role of a young man who appears as a transfer student at Kamiyoshi Academy in Shinjuku, Tokyo. While he seems like a normal student, he is actually a treasure hunter. His mission is to discover a mysterious ruin hidden deep beneath the school. Accompanied by his new friends from school, he sets out to discover the mysteries of a super ancient civilization. However, numerous traps, monsters called “Kehito” that lurk within the ruins, and the clutches of the “student council” stand in his way! Build your relationship with friends, solve puzzles, dodge traps, defeat enemies, and discover the great mysteries and treasure sealed beneath the school!",
Stranger of Paradise: Final Fantasy Origin,72,152250,2022,16 year,NA,"['Role-playing (RPG)', 'Adventure']",4,20,5,"['Action', 'Fantasy']",Yes,3686400,['Square Enix'],['Team NINJA'],NA,Third person,"[28010, 55038, 55199, 81249, 96217, 101608, 103168, 103303, 106987, 113360]",NA,"Jack and his allies, Ash and Jed, burn with resolve to defeat Chaos as they throw open the gates to the Chaos Shrine. Yet doubts remain—are they truly the Warriors of Light the prophecy foretold?
Step into a world of dark fantasy and revel in the exhilarating, action-packed battles!",
Syberia: The World Before,81,121763,2022,16 year,NA,"['Point-and-click', 'Puzzle', 'Adventure']",3,35,4,['Mystery'],Yes,3686400,['Microids'],['Koalabs Games'],NA,Third person,"[236, 18011, 25222, 26223, 27725, 54678, 55984, 81275, 106992, 109573]",Unity,"Embark on a journey across continents and through time, as you piece together the puzzle of a life.",
Rune Factory 5,68,115279,2021,Tout Public,NA,"['Role-playing (RPG)', 'Simulator', 'Adventure']",4,16,2,"['Action', 'Fantasy']",Yes,2073600,"['Marvelous', 'XSEED Games', 'Marvelous USA, Inc.', 'Marvelous Europe Ltd.']","['Marvelous', 'Hakama']",NA,Third person,"[25311, 55038, 55199, 81249, 96217, 101608, 103168, 103303, 106987, 113360]",NA,"Set off on a grand adventure in a fantasy world with the latest entry in the Rune Factory simulation RPG series. After losing their memory, the hero lands in a small town blessed by nature. There, they are recruited into a band of peacekeeping rangers, and their new life begins. In addition to their normal duties, the hero can farm the land, cast a line into the nearby river, and so much more! Team up with townsfolk to battle monsters and unleash powerful combination attacks - just one of the features new to the series. The stage is set, and the curtain rises on an exciting new adventure in Rune Factory 5!","In the Kingdom of Norad, a girl wanders in the forest by herself. She is nearly attacked by a Wooly and screams. Lying on the ground nearby, the player wakes up without memories but realizes they to help the girl. They defeat the monsters and are escorted back to the girl's town, but collapses at the gate. While attempting to take a step out of town, Priscilla and Lucy witness this and rush over to help.

The player wakes up at the clinic and meets Simone and Murakumo, revealing to both of them that they suffer from amnesia. Lucy is not sure if they should allow the player to stay, but her mother suggests they try the Soul Sphere. She goes to Seed Station and introduce them to Livia. As the player touches the Soul Sphere, it shines brightly, surprising everyone. Livia says that the player is not dangerous."
Tempest 4000,75,54565,2018,Tout Public,NA,"['Shooter', 'Music', 'Puzzle', 'Arcade']",0,6,4,"['Action', 'Science fiction', 'Party']",Yes,1190400,"['Atari, Inc.']",['Llamasoft LTD'],NA,Third person,"[22799, 28070, 43367, 55038, 56033, 57187, 68286, 103301, 105269, 107318]",NA,"In Tempest 4000, players are once again in control of the Claw, a powerful spacecraft equipped to destroy deadly creatures and other obstructions with rapid-fire shots on vibrant geometric prisms. With three game modes to choose from and 100 levels to conquer, players must eliminate all enemies as quickly as possible to survive and achieve that coveted spot at the top of the leaderboards.","Tempest 4000 is a visually stunning, action-packed tube shooter based on the classic hit arcade game, Tempest. Developed by legendary game designer, Jeff Minter, Tempest 4000 remains faithful to the original fast-paced gameplay by putting you in control of the Claw, a powerful spacecraft equipped to destroy deadly creatures and other obstructions with rapid-fire shots on vibrant geometric prisms. Featuring fantastical graphical environments, 100 levels, three game modes, and more, you must eliminate all enemies as fast as possible to survive and compete for the highest score on the leaderboards."
Hatsune Miku Jigsaw Puzzle,N/A,194617,2022,Tout Public,NA,"['Music', 'Puzzle']",0,2,4,"['Educational', 'Kids']",Yes,1280000,['Crypton Future Media'],['Crypton Future Media'],NA,Bird view / Isometric,"[19241, 77529, 87056, 89132, 95776, 231039, 232142, 239109, 261382, 269338]",NA,A jigsaw puzzle game featuring Hatsune Miku.,
A Memoir Blue,71,106856,2022,Tout Public,NA,"['Point-and-click', 'Adventure', 'Indie']",1,28,7,"['Drama', 'Kids']",Yes,806300,['Annapurna Interactive'],['Cloisters Interactive'],NA,First person,"[236, 13189, 18011, 25222, 36044, 81275, 96217, 106992, 111130, 120872]",Unity 2017,"A Memoir Blue is an atmospheric journey through the memories of Miriam: a champion swimmer, who on the day of her greatest success dwells on her childhood memories of her mother and a special trip they took.

Experience this personal story through a beautiful mixture of 3D animation and hand-drawn 2D. Interact and play with dreamlike objects in tactile ways that will surprise and delight players as they dig deeper into what was really happening that day.

A gorgeously illustrated story of magical realism, A Memoir Blue shows that the past is a puzzle worth solving.","We begin our story by introducing an ordinary young woman named Miriam. She is reflecting on childhood memories of her mother and a day trip they once took to a neighboring city. Rather than recalling these events as they actually occured, she remembers the day from the perspective of her younger self, transforming the experience into a magical journey of the imagination. As Miriam thinks back on these events, her emotions surge as if experiencing the trip for the first time once again."
The Ascent,74,133307,2021,18 year,NA,"['Shooter', 'Role-playing (RPG)', 'Adventure', 'Indie']",13,21,5,"['Action', 'Science fiction', 'Open world']",Yes,2073600,['Curve Digital'],['Neon Giant'],Yes,Bird view / Isometric,"[1877, 25300, 25311, 26574, 55038, 96217, 100413, 105269, 106987, 107318]",Unreal Engine 4,"The Ascent is a solo and co-op action RPG set in a cyberpunk world. The mega corporation that owns you and everyone, The Ascent Group, has just collapsed. Confusion and chaos ensue, security and order are in disarray, and without protection, everyone is left to fend for themselves. Stop gangs and hostile corporations from taking over and discover what really happened.","Welcome to The Ascent Group arcology, a self-contained corporate-run metropolis, stretching high into the sky and filled with creatures from all over the galaxy.

You play as a worker, enslaved by the company that owns you and everyone else in your district. One day, whilst sent on a routine assignment to make use of your skills with a cyberdeck, you are suddenly caught in a vortex of catastrophic events. The Ascent Group, the largest mega corporation on the planet, shuts down for unknown reasons, causing the automated security systems to go haywire.

The survival of your district is threatened: rival corporations are trying to force appropriation and crime syndicates are looking to boost their black-market augmentation trade. You must take up arms to stop them from seizing control and embark on a new mission to find out what started it all.

You belong to the corporation. Can you survive without it?"
Norco,89,129097,2022,16 year,NA,"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",2,15,6,"['Science fiction', 'Mystery']",Yes,4500000,['Raw Fury'],['Geography of Robots'],NA,NA,"[236, 18011, 25222, 26223, 27725, 28070, 54678, 55984, 81275, 86657]",Unity,"Norco is a Southern Gothic point & click narrative adventure that immerses the player in the sinking suburbs and verdant industrial swamps of a distorted South Louisiana. Your brother Blake has gone missing in the aftermath of your mother's death. In the hopes of finding him, you must follow a fugitive security android through the refineries, strip malls, and drainage ditches of suburban New Orleans.","Explore a world of detail-rich and atmospheric pixel art born from the petrochemical landscapes of South Louisiana. Navigate your way through a world of uncertainty and moral ambiguity as you venture deeper into the swamp to unravel the threads left by your brother. Fight, sneak, or fast-talk your way past any hometown bullies, security contractors, or death cults that stand in your way. Bust into a refinery with your robot friends. Immerse yourself in the eclectic, atmospheric soundscapes of Gewgawly I. Explore vast scenic landscapes of pulsing nightlife and eerie solitude. Recruit a wild-eyed river dog."
Relayer,77,113594,2022,Tout Public,NA,"['Role-playing (RPG)', 'Simulator', 'Strategy']",1,10,2,['Science fiction'],Yes,8294400,['Kadokawa Games'],['Kadokawa Games'],NA,Third person,"[13200, 17130, 24620, 25311, 34823, 35994, 102057, 103232, 109339, 111187]",NA,Relayer is a new age space opera strategy RPG from the God Wars development team at Kadokawa Games.,"Humanity is not alone in the universe.

In the year 2049, mankind finally meets intelligent life: the Relayers. Around the same time, the discovery of an ancient alien civilization sets the wheels of fate in motion for the Starchildren, humans bestowed with unique powers.

Then, in the year 2051, our story begins one fateful day when two young women cross paths in Artemis, a colony located on the surface of the Moon. Get ready for an intergalactic adventure where humans and ancient aliens meet, and our stellar neighbors come to life!"
Tentacular,76,191430,2022,Tout Public,NA,"['Puzzle', 'Simulator', 'Adventure', 'Indie']",0,30,5,"['Action', 'Fantasy', 'Comedy']",Yes,1190400,['Devolver Digital'],['Firepunchd'],NA,First person,"[24426, 25311, 25646, 28070, 35994, 55190, 78550, 96217, 106987, 113360]",NA,"Raised among humans on the bustling and eccentric island of La Kalma, Tentacular tasks players with helping their human friends to research a strange and powerful energy source through action-based activities and construction puzzles, using nothing but their unwieldy appendages.","Ever felt like a squid out of water? Tentacular plunges you into the ocean-dwelling hulk of a gigantic, kind-hearted tentacled beast trying to figure out its place in the world."
Adventure Time: Pirates of the Enchiridion,62,78149,2018,Tout Public,NA,"['Fighting', 'Role-playing (RPG)', 'Adventure']",4,5,5,"['Action', 'Kids', 'Open world']",Yes,2073600,['Outright Games'],['Climax Studios'],NA,NA,"[19164, 26574, 55199, 81249, 96217, 101608, 103303, 106987, 114145, 115653]",NA,"The Land of Ooo is underwater, and it’s up to Finn and Jake to find out why. Join our heroes as they explore dangerous waters, search for clues, interrogate pirates and fight bad guys to solve this wet, wet mystery and save the day!",
Andro Dunos II,78,145610,2022,Tout Public,NA,"['Shooter', 'Arcade']",1,2,6,['Action'],Yes,2073600,"['PixelHeart', 'Just For Games']",['Picorinne Soft'],NA,NA,"[32902, 38030, 43367, 76263, 87728, 95340, 103292, 117939, 119177, 119493]",Shooting Game Builder,"Once upon a time…
Andro Dunos is a side scrolling arcade game from shoot’em up category (Shmup). It's the sequel to the famous shoot’em up from Visco studio is coming to PixelHeart. It’s time to bring out your good old spaceship fighter in Andro Dunos II.",
Ghostwire: Tokyo,75,119308,2022,16 year,NA,['Adventure'],55,38,3,"['Action', 'Horror', 'Mystery']",Yes,1670400,['Bethesda Softworks'],['Tango Gameworks'],NA,First person,"[18011, 25646, 26658, 27092, 68271, 80916, 87622, 107614, 111130, 116530]",Unreal Engine 4,"After strange disappearances hit Tokyo's population, it's up to you to uncover the source and purge the city of a strange, new evil. Armed with your own mysterious spectral abilities, you will face down the occult, unravel conspiracy theories and experience urban legends like never before.","Tokyo is overrun by deadly supernatural forces, perpetrated by a dangerous occultist, causing Tokyo's population to vanish in an instant."
Kirby and the Forgotten Land,85,172427,2022,Tout Public,NA,"['Platform', 'Adventure']",1,21,1,"['Action', 'Open world']",Yes,1280000,['Nintendo'],['HAL Laboratory'],Yes,Third person,"[20342, 24426, 26574, 28070, 29032, 55173, 55190, 56033, 81249, 103303]",NA,"Join Kirby in an unforgettable journey through a mysterious world in a delightful 3D platforming adventure. Take control of the powerful pink puffball, Kirby, and move around freely in 3D stages as you discover a mysterious world with abandoned structures from a past civilization - like a shopping mall?! Copy enemies’ abilities like Sword and Ice and use them to attack and explore your surroundings! What journey awaits Kirby? Take a deep breath and get ready for an unforgettable adventure!","Kirby awakens, washed ashore in a strange and mysterious world, one where nature and civilization have become one. As he adventures through this forgotten land he finds and saves Waddle Dees, who rebuild their recently destroyed home town. While searching for more Waddle Dees Kirby finds the reason for the opening rift and fights to try to save the two planets colliding!"
Rune Factory 5,68,115279,2021,Tout Public,NA,"['Role-playing (RPG)', 'Simulator', 'Adventure']",4,16,2,"['Action', 'Fantasy']",Yes,2073600,"['Marvelous', 'XSEED Games', 'Marvelous USA, Inc.', 'Marvelous Europe Ltd.']","['Marvelous', 'Hakama']",NA,Third person,"[25311, 55038, 55199, 81249, 96217, 101608, 103168, 103303, 106987, 113360]",NA,"Set off on a grand adventure in a fantasy world with the latest entry in the Rune Factory simulation RPG series. After losing their memory, the hero lands in a small town blessed by nature. There, they are recruited into a band of peacekeeping rangers, and their new life begins. In addition to their normal duties, the hero can farm the land, cast a line into the nearby river, and so much more! Team up with townsfolk to battle monsters and unleash powerful combination attacks - just one of the features new to the series. The stage is set, and the curtain rises on an exciting new adventure in Rune Factory 5!","In the Kingdom of Norad, a girl wanders in the forest by herself. She is nearly attacked by a Wooly and screams. Lying on the ground nearby, the player wakes up without memories but realizes they to help the girl. They defeat the monsters and are escorted back to the girl's town, but collapses at the gate. While attempting to take a step out of town, Priscilla and Lucy witness this and rush over to help.

The player wakes up at the clinic and meets Simone and Murakumo, revealing to both of them that they suffer from amnesia. Lucy is not sure if they should allow the player to stay, but her mother suggests they try the Soul Sphere. She goes to Seed Station and introduce them to Livia. As the player touches the Soul Sphere, it shines brightly, surprising everyone. Livia says that the player is not dangerous."
Tiny Tina's Wonderlands,78,152061,2022,16 year,NA,"['Shooter', 'Role-playing (RPG)', 'Adventure']",8,32,5,"['Action', 'Fantasy']",Yes,921600,['2K Games'],['Gearbox Software'],Yes,First person,"[19164, 47823, 55038, 55199, 81249, 96217, 103303, 105049, 106987, 113360]",Unreal Engine 4,"Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry! Bullets, magic, and broadswords collide across this chaotic fantasy world brought to life by the unpredictable Tiny Tina.","Roll your own multiclass hero and loot, shoot, slash, and cast your way through outlandish monsters and loot-filled dungeons on a quest to stop the tyrannical Dragon Lord. Everyone's welcome, so join the party, throw on your adventuring boots, and be Chaotic Great!"
Kowloon High-School Chronicle,72,122279,2020,Tout Public,NA,"['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Adventure']",0,10,3,"['Fantasy', 'Drama']",Yes,2073600,"['Arc System Works', 'PQube']","['Toybox Inc.', 'Shout! Designworks']",NA,First person,"[24426, 26845, 29348, 55199, 55984, 65503, 96217, 103232, 106987, 115653]",NA,"Take on the role of a young man who appears as a transfer student at Kamiyoshi Academy in Shinjuku, Tokyo. While he seems like a normal student, he is actually a treasure hunter. His mission is to discover a mysterious ruin hidden deep beneath the school. Accompanied by his new friends from school, he sets out to discover the mysteries of a super ancient civilization. However, numerous traps, monsters called “Kehito” that lurk within the ruins, and the clutches of the “student council” stand in his way! Build your relationship with friends, solve puzzles, dodge traps, defeat enemies, and discover the great mysteries and treasure sealed beneath the school!",
Apex Legends,89,114795,2019,16 year,NA,['Shooter'],0,24,6,"['Action', 'Science fiction']",Yes,2073600,['Electronic Arts'],['Respawn Entertainment'],Yes,First person,"[73, 8173, 11156, 11544, 17379, 17447, 25657, 55038, 103281, 103329]",Source,"Conquer with character in Apex Legends, a free-to-play Hero shooter where legendary characters with powerful abilities team up to battle for fame & fortune on the fringes of the Frontier.

Master an ever-growing roster of diverse Legends, deep tactical squad play and bold new innovations that go beyond the Battle Royale experience—all within a rugged world where anything goes. Welcome to the next evolution of Hero Shooter.","A WORLD WHERE ANYTHING GOES

The Frontier War is over. After hundreds of years of conflict between the Interstellar Manufacturing Corporation and the Militia founded to fight them, the far-off region of space known as the Frontier can finally know peace.

But liberation can come at a cost: when the IMC and the Militia departed, they took everything of value and left the Frontier worlds in disarray. With no way to support themselves, the people of the Frontier had no choice but to leave their homes. The brave relocated to the Outlands.

A remote cluster of planets on the fringes of the Frontier, the Outlands are untouched by war and teeming with resources and opportunity. But life is cheap here, and danger lurks around every corner. Its pioneers, explorers, and outlaws used to spend their lives locked in an endless power struggle – now, they settle their differences in the Apex Games, a bloodsport where Legends from all corners of the Frontier compete for money, fame, and glory."
Crusader Kings III,91,124954,2020,18 year,NA,"['Role-playing (RPG)', 'Simulator', 'Strategy']",4,16,5,"['Historical', 'Sandbox', 'Warfare']",Yes,2073600,['Paradox Interactive'],['Paradox Development Studio'],No,Bird view / Isometric,"[18623, 23345, 26574, 31480, 36553, 51577, 55029, 79134, 103232, 111187]",NA,"Crusader Kings III is the newest generation in the medieval role-playing grand strategy game series Crusader Kings. Expand and improve your realm, whether a mighty kingdom or modest county. Use marriage, diplomacy and war to increase your power and prestige in a meticulously detailed map that stretches from Spain to India, Scandinavia to Central Africa.","But uneasy lies the head that wears a crown! Your cunning is your greatest weapon, and intelligence is the key to all successful strategy. Guard your life and the future of your dynasty, because enemies foreign and domestic envy your status. Engage in espionage, join political factions, punish heretics or use assassins to make sure your throne passes safely to the next generation."
Crystar,67,103494,2018,16 year,NA,"['Role-playing (RPG)', 'Adventure']",1,10,3,"['Action', 'Fantasy']",Yes,1190400,['FuRyu'],['Gemdrops'],NA,Third person,"[27092, 55038, 55199, 81249, 96217, 103168, 103303, 106987, 113360, 115280]",NA,"The player controls a beautiful girl named Rei Hatada, who in order to “revive” her dead younger sister Mirai Hatada, makes a deal with the devil of the other world that is limbo. The story will progress as you fight the souls that drift about limbo. Also, by defeating specific enemies, “Danmatsuma Thoughts” will appear, which by “crying to purify” will develop the protagonist mentally. In accordance with that, you can obtain weapons called “Shisou,” or “Mental Armor.”",
Patrick's Parabox,84,133227,2022,Tout Public,NA,"['Puzzle', 'Strategy', 'Adventure', 'Indie', 'Arcade']",0,11,5,['Educational'],Yes,1190400,['Patrick Traynor'],['Patrick Traynor'],NA,Bird view / Isometric,"[236, 20342, 25222, 25646, 26223, 27266, 56033, 79134, 106992, 109129]",Unity,A mind-bending recursive puzzle game about boxes within boxes within boxes within boxes. Learn to use infinity to your advantage as you explore a deep and elegant system.,
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,79,19460,2010,Tout Public,NA,['Role-playing (RPG)'],0,0,6,[],Yes,2073600,['Spike ChunSoft'],['Spike ChunSoft'],NA,Third person,"[19404, 22387, 25921, 49414, 56036, 59427, 96217, 99118, 115280, 115653]",NA,"After stopping the revival of a demon god at the Magic Castle of the Desert, Shiren and Koppa set off in search of new adventures. Soon thereafter, our heroes wandered into small village. This village, Inori, has a legend that claims, “If you climb the Tower of Fortune that soars above the enchanted land and face Reeva, the god of Destiny, you can change your fate.” Shiren and Koppa, having confirmed many mysterious legends throughout their journeys, decide to embrace this new challenge.

The challenge that awaits Shiren and his friends will challenge is the “Mysterious Dungeon”. It is a dungeon that changes its layout as well as the item and monster placement on subsequent replays. From formidable monsters to dangerous traps, players will learn to overcome the various obstacles that stand in opposition to Shiren. This title also boasts a variety of additional new dungeons! With widescreen support, PlayStationTV support, and trophies the PlayStationVita system version of Shiren is jam-packed with features!",
