Title,Note,Id,Date de Sortie,Age Rating,Franchise,Genres,Hypes,nb_languages,nb_platforms,Themes,Collection,Graphismes,Publisher,Developer,Multiplayer,Perspective,Similar Games,Game Engine,Summary,Storyline
Tower of Guns,76,16880,2014,Tout Public,,"['Shooter', 'Indie']",0,3,6,"['Action', 'Science fiction', 'Comedy']",Yes,3686400,"['Terrible Posture Games', 'Versus Evil', 'Grip Digital']",['Terrible Posture Games'],NA,First person,"[1006, 1906, 3075, 3221, 5601, 7351, 7386, 9806, 11646, 26855]",NA,"Tower of Guns is a fast-paced, bullet-hell, first person shooter with randomized levels and enemies, power ups, epic bosses and tons of unlockable items and weapons. You never know what to expect next!

It is a pure FPS experience for players who just want to shoot stuff, battle gigantic bosses, collect loot, and upgrade their abilities and weapons to insane levels! So grab a rocket launcher, slap a shotgun modifier on it, pick up a hundred stackable double jumps, and get to conquering the Tower of Guns!

- Randomized levels make every playthrough unique.
- Hundreds of weapons, mods, abilities, and perks.
- Countless secrets to find.
- Epic boss battles.
- Global Leaderboards to see if you are the toughest player around.",
Driver: Speedboat Paradise,54,60464,1970,NA,,['Racing'],1,0,0,[],Yes,NA,NA,NA,NA,NA,"[45710, 47816, 50203, 50934, 54382, 71804, 72624, 73154, 73422, 73719]",NA,The Driver franchise hits the water.,
Affordable Space Adventures,81,9673,2015,Tout Public,,"['Puzzle', 'Strategy', 'Adventure', 'Indie']",0,6,1,"['Science fiction', 'Stealth']",Yes,1280000,['KnapNok Games'],"['KnapNok Games', 'Nifflas Games']",Yes,Side view,"[17130, 21564, 25222, 25311, 28070, 55173, 55190, 56033, 79134, 109129]",NA,"Enjoy all the thrills and excitement of space exploration on a budget? Uexplore brings you affordable space adventures without compromising comfort, fun and safety. Our newest Small Craft (TM) line with its intuitive and simple Heads Down Display technology offers all the functionality and flexibility of the Heads Up Displays installed in more expensive space ships, but at a fraction of the price.",
I am Bread,60,7868,2014,Tout Public,,"['Platform', 'Puzzle', 'Simulator', 'Adventure', 'Indie']",2,27,5,"['Action', 'Comedy', 'Kids']",Yes,1190400,['Bossa Studios'],['Bossa Studios'],NA,Third person,"[16992, 20329, 20342, 21564, 24426, 28070, 55173, 55190, 56033, 77529]",NA,"I am Bread is an action-adventure simulation game. It puts the player in control of a slice of bread and the aim of each level is to turn the bread into toast. If the bread, before becoming toast, touches objects the ""edible"" meter will go down. Objects and substances that can make this go down can be water and the floor. To control the bread the player must use the arrow keys or an analog stick. The levels are based on the seven days of the week.",
Tower of Guns,76,16880,2014,Tout Public,,"['Shooter', 'Indie']",0,3,6,"['Action', 'Science fiction', 'Comedy']",Yes,3686400,"['Terrible Posture Games', 'Versus Evil', 'Grip Digital']",['Terrible Posture Games'],NA,First person,"[1006, 1906, 3075, 3221, 5601, 7351, 7386, 9806, 11646, 26855]",NA,"Tower of Guns is a fast-paced, bullet-hell, first person shooter with randomized levels and enemies, power ups, epic bosses and tons of unlockable items and weapons. You never know what to expect next!

It is a pure FPS experience for players who just want to shoot stuff, battle gigantic bosses, collect loot, and upgrade their abilities and weapons to insane levels! So grab a rocket launcher, slap a shotgun modifier on it, pick up a hundred stackable double jumps, and get to conquering the Tower of Guns!

- Randomized levels make every playthrough unique.
- Hundreds of weapons, mods, abilities, and perks.
- Countless secrets to find.
- Epic boss battles.
- Global Leaderboards to see if you are the toughest player around.",
Xenoblade Chronicles 3D,86,9553,2015,Tout Public,,"['Role-playing (RPG)', 'Adventure']",0,5,2,"['Action', 'Fantasy', 'Science fiction', 'Open world']",Yes,1280000,"['Nintendo', 'Nintendo of Europe', 'Nintendo of America']","['Monolith Soft', 'Monster Games']",NA,Third person,"[1877, 17548, 19164, 55038, 55199, 81249, 96217, 103303, 106987, 115653]",NA,Xenoblade Chronicles 3D is a port of the well-received Xenoblade Chronicles for Wii. The new version offers 3D visuals and allows players to view the maps and character stats on the bottom screen. An additional bonus mode lets players view 3D models of the characters and listen to music tracks from the game.,
A-Train: City Simulator,65,85874,1970,NA,,[],0,0,0,[],Yes,NA,NA,NA,NA,NA,[],NA,,
Age of Wonders III,80,5652,2014,16 year,,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical']",2,15,3,"['Fantasy', '4X (explore, expand, exploit, and exterminate)']",Yes,1184000,['Triumph Studios'],['Triumph Studios'],Yes,Third person,"[589, 2365, 9278, 9834, 9938, 10297, 13196, 14394, 26845, 119171]",NA,"Age of Wonders III, like the previous games in the series is a turn-based strategy game set within a high fantasy universe where the player assumes the role of a political-military leader. Gameplay is 4X-based (explore, expand, exploit and exterminate) where players explore the world map, slowly building an empire through colonization, warfare and diplomacy with rival powers. However new to III is the greater addition of role-playing game features, where players must first choose and customize their leader, all options dependant on the player's chosen style of play. There are six available races in the initial release: humans, draconians, high elves, dwarves, orcs, and goblins, all that will determine the race of their empire with each having unique perks and abilities. The leader and empire is further shaped by the choice from skill sets based on traditional RPG classes along with further specializations and skills to select. Each leader class also has access to their own unique units with a distinct visual look based on their corresponding race, each to accommodate their own unique approach to strategy, both in combat and when managing their empire. On release there are six different classes a leader can be. The ""Sorcerer"" class emphasizes the use of magic for enchantments and summoning powerful units. The ""Theocrat"" derives from an organized religion based society including zealots followers and the use of holy spells and warriors. The ""Rogue"" favors less direct approaches to situations, employing stealth, thievery and manipulation aswell as dark magic in diplomacy and warfare. The ""Archdruid"" channels the power of nature, using it to their advantage by being very self-sufficient and being able to call upon wild creatures. The ""Dreadnaught"" leads a steampunk styled society, using large industry, machinery and gunpowder-based units like cannons and tanks. Finally the ""Warlord"" specializes in direct conflict and combat tactics, utilizing effective non-magic based units and abilities.
Leaders themselves and separate recruitable hero units will be able to gain experience and level up, while also being able to gain new equipment and powers. Players can also develop their alignment between good and evil based on their player's actions and the cultures the player absorbs into their empire, rather than race like the previous games in the series.
Cities themselves provide much of the resources, infrastructure and host to unit recruitment. Independent cities and units not immediately aligned to any player/leader are also present in the world map. Units that come from an unaffiliated city will fight to protect a city's domain, and they won't forget that they're tied to it. Many of these independent settlements aren't cities in the traditional sense, but can be alternative settlements, like a ""Giant's Keep"" for example. The player can conquer these holdings, which will provide units like a city, or they can absorb them through diplomatic means by paying tribute and diplomatic and/or alignment standing. Quests can also be given to players by independent forces and cities, including but not limited to clearing out wild units, searching for relics and even conquering cities and other holdings. Quests can grant the support of independent forces for player in addition to a reward such as gold or equipment, sometimes with the choice of either given to the player upon completion of the quest.
As in the case of the first game in the series, Age of Wonders III offers a story-driven campaign that is playable from two sides, the human-centric Commonwealth Empire and the Court of the High Elves. In addition to the campaign; single-player scenarios, online multiplayer, random map generation and a map editor are also available. The graphics of Age of Wonders III will be presented in 3D instead of the isometric view the series has utilized up to this point.","Before the events of the first game, the elven court was decimated by humans, an invasive race new to the Blessed Continent at the time. The elves split into two factions. The son of the slain king Inioch, Meandor, led the dark elves and the Cult of Storms, a group that intended to wipe out the humans. Inioch's daughter, Julia, led the wood elves and the Keepers, a group that had no genocidal intentions. These factions and others clashed in the Valley of Wonders, around the ruins of the razed elven court. The High Elf race was founded many years later when Julia married a dark elf and reunited their two races. Meanwhile, the Commonwealth Empire began as a joining of races for mutual protection and the sharing of knowledge. Though it set out with benign intentions, once the Empire was through expanding, humans seized power and pushed forward with technology and commerce.
The Commonwealth Empire means to sweep aside the old ways and assimilate the world. The Elven Court takes exception to this, and wants to rally the ancient races to stand in defense against imperial ambitions, hence the central conflict of Age of Wonders III."
Grand Theft Auto V,97,1020,2013,18 year,,"['Shooter', 'Racing', 'Adventure']",0,27,5,"['Action', 'Comedy', 'Sandbox', 'Open world']",Yes,995400,"['Rockstar Games', 'Take-Two Interactive']",['Rockstar North'],Yes,First person,"[40, 731, 732, 733, 960, 1121, 1985, 3262, 9630, 19441]",RAGE,"Grand Theft Auto V is a vast open world game set in Los Santos, a sprawling sun-soaked metropolis struggling to stay afloat in an era of economic uncertainty and cheap reality TV. The game blends storytelling and gameplay in new ways as players repeatedly jump in and out of the lives of the game’s three lead characters, playing all sides of the game’s interwoven story.","Los Santos: a sprawling sun-soaked metropolis full of self-help gurus, starlets and fading celebrities, once the envy of the Western world, now struggling to stay afloat in an era of economic uncertainty and cheap reality TV.

Amidst the turmoil, three very different criminals plot their own chances of survival and success: Franklin, a street hustler looking for real opportunities and serious money; Michael, a professional ex-con whose retirement is a lot less rosy than he hoped it would be; and Trevor, a violent maniac driven by the chance of a cheap high and the next big score. Running out of options, the crew risks everything in a series of daring"
Grand Theft Auto Online,80,134710,2022,18 year,,"['Shooter', 'Adventure']",6,0,2,"['Action', 'Comedy', 'Sandbox', 'Open world']",Yes,8294400,['Rockstar Games'],['Rockstar North'],NA,First person,"[1877, 19164, 26574, 37419, 47823, 103261, 103292, 105011, 106805, 115785]",NA,"Grand Theft Auto Online is an online multiplayer action-adventure game, and is a standalone version of Grand Theft Auto V. Set within the fictional state of San Andreas (based on Southern California), Grand Theft Auto Online allows up to 30 players to explore its open world environment and engage in cooperative or competitive game matches. The game features a range of technical and graphical improvements across the entire experience including performance enhancements for select vehicles in GTA Online, and so much more.",
Mortal Kombat X,83,7292,2015,18 year,,['Fighting'],18,25,3,['Action'],Yes,1590000,['WB Games'],['NetherRealm Studios'],No,Side view,"[119, 494, 1244, 1246, 1942, 2552, 3042, 7334, 7498, 19441]",Unreal Engine,"Mortal Kombat X is the tenth main game in the one-on-one fighting series and a sequel to the 2011 title Mortal Kombat. The game stays close to the visual style and the mechanics of the 2011 reboot. The main controls are still based on two types of punches and kicks, and blocking, to form combos with uppercuts, teleports, special moves that incorporate weapons and fatalities. The three-tiered energy from the previous title returns, making available X-Ray moves, powered up EX moves and combo breakers. As introduced in Injustice: Gods Among Us, characters can use the environment to re-position themselves or optionally use parts as weapons. Each character now has three variations with different moves and weapons. There is once again a sprinting gauge, returning from Mortal Kombat 4.","The plot is set about 20 years after the events of the previous game where the ending revealed that Shinnok used the void after Shao Kahn's death to attack Earthrealm with his army of Netherrealm forces. Several characters work together to steal Shinnok's amulet and imprison him inside, but eventually Mileena hatches a plan to release Shinnok by bringing the amulet to Quan Chi who escaped when Shinnok was imprisoned. The gap in years is mainly used to introduce the new characters to the cast, such as Cassie, the daughter of Johnny Cage and Sonya Blade (who married and divorced), Kotal Kahn as the new emperor of the Outworld, and Takeda, the son of Kenshi."
Titan Souls,74,9559,2015,Tout Public,,"['Role-playing (RPG)', 'Adventure', 'Indie']",7,12,6,"['Action', 'Fantasy', 'Thriller', 'Survival']",Yes,512000,['Devolver Digital'],['Acid Nerve'],NA,Bird view / Isometric,"[17548, 19150, 22387, 24426, 26574, 36198, 96217, 105049, 106987, 113360]",NA,"Between our world and the world beyond lie the Titan Souls, the spiritual source and sum of all living things. Now scattered amongst the ruins and guarded by the idle titans charged with their care, a solitary hero armed with but a single arrow is once again assembling shards of the Titan Soul in a quest for truth and power.","Titan Souls tells the story of a nameless warrior’s quest to bring down the ancient titans with nothing but a single, indestructible arrow. There are no lesser classes of enemies, no crafting, no grinding and no side quests -- just you and the two dozen titans scattered throughout the land awaiting your challenge."
We Are Doomed,61,20894,2015,Tout Public,,"['Shooter', 'Indie', 'Arcade']",0,8,6,['Action'],Yes,2073600,['Vertex Pop'],['Vertex Pop'],NA,Side view,"[19150, 22799, 27419, 36198, 43367, 55190, 56033, 76110, 76263, 105269]",NA,"""WE ARE DOOMED is a twin-stick shooter where you zap polygon baddies with an absurdly overpowered laserbeam.

Dive head-first into the action with reckless ambition, charge the SUPERBEAM, and zap everything out of existence in an instant. Chase high scores or just enjoy the beautiful explosion of geometry, colour and light.""",
Goat Simulator,62,5335,2014,16 year,,"['Simulator', 'Adventure', 'Indie']",4,23,7,"['Action', 'Comedy', 'Sandbox', 'Open world']",Yes,2073600,['Coffee Stain Studios'],"['Coffee Stain Studios', 'Double Eleven']",Yes,Third person,"[3025, 9278, 9938, 11646, 16992, 18167, 19441, 26574, 37419, 105011]",Unreal Engine 3,"Goat Simulator is a third-person perspective game in which the player controls a goat. There does not appear to be any kind of storyline or plot. The player is free to explore the game's world as a goat, destroying things in the environment, running, jumping, and licking. ""Goat Simulator is like an old school skating game, except instead of being a skater, you're a goat, and instead of doing tricks, you wreck stuff,"" explained the game's creators.",
Halo: Spartan Assault,53,4839,2013,16 year,,['Shooter'],0,26,6,"['Action', 'Science fiction', 'Warfare']",Yes,2073600,['Microsoft Studios'],"['343 Industries', 'Vanguard Entertainment']",Yes,Third person,"[5615, 7046, 7350, 9938, 11208, 11544, 11646, 16992, 55038, 68287]",Havok Physics,"Enlist as a Spartan soldier and sharpen your tactical skills in battle! Set between the events of Halo 3 and Halo 4, Halo: Spartan Assault, developed by 343 Industries in conjunction with Vanguard Games, is a new chapter within the award-winning Halo universe. Spanning over 30 missions in vibrant, dangerous worlds, dive deeper into the backstory of Human-Covenant wars and the origins of the Spartan Ops program.",
Halo: Spartan Strike,66,7849,2015,16 year,,['Shooter'],1,13,3,"['Action', 'Science fiction', 'Warfare']",Yes,2073600,['Microsoft'],"['343 Industries', 'Vanguard Entertainment']",NA,Bird view / Isometric,"[1877, 7350, 11646, 55038, 68287, 103298, 105269, 106805, 107318, 119177]",NA,Utilize your Spartan skills in this classified ONI simulation set during the events of Halo 2 in New Mombasa. Lead UNSC troops through numerous missions as you battle against enemy troops and fight to save Earth.,
Lost Within,79,23959,1970,NA,,['Adventure'],0,0,0,['Horror'],Yes,NA,NA,NA,NA,NA,"[13189, 18011, 25646, 26658, 27266, 55282, 60931, 68271, 87514, 111130]",NA,"A city in ruins, hell on earth: Seph Garrett is a police officer running away from certain death. He will find himself trapped inside lost within his own city...alone, wounded. Searching for help he will find someone else alive: they are close and distant at the same time, but they will need to work togheter to survive.

Lost Within is a RPG/Survival Horror/Stealth hybrid made with RPG Maker VX, coming soon on PC.",
Gradius V,82,1488,2004,Tout Public,,['Shooter'],0,0,2,"['Action', 'Science fiction']",Yes,NA,['Konami'],['Treasure'],Yes,Side view,"[1481, 1484, 1486, 1489, 1877, 18630, 39999, 48996, 55038, 105269]",NA,"In Konami's fifth entry in the Gradius series, Gradius V adds changes to gameplay while keeping to original form. Of the most significant changes is the ability to direct the yellow pods (ambiguously but classically titled ""option"") direction of fire, using the PlayStation 2's analog joystick. While doing this, however, your ship cannot move. This adds a greater challenge for the game, and allows the designers to be more evil in their placement of enemy ships.

Outside of that, the rest is standard fare for a Gradius game: don't you dare touch the walls or any enemy projectiles, but pick up upgrade pods to increase your arsenal",
LA Cops,49,17080,2015,16 year,,"['Shooter', 'Strategy', 'Adventure', 'Indie']",0,13,4,"['Action', 'Comedy']",Yes,1190400,['Team17'],['Modern Dream'],NA,NA,"[11423, 11646, 16992, 25311, 33153, 35994, 36198, 51945, 55190, 105269]",NA,"Alright, listen up! I got the Mayor on my ass about this like a hernia, and he wants you guys on the case. Why he wants you guys, I don’t know. You’ve cost this department more than all the Precincts in the rest of the state combined!

Anyways. You’ll be headin’ up a team of cops in LA, and you’ll be goin’ up against all manner of bad guys, packing some serious heat! Not ta mention The BIG Boss, Hawaiian Mo. Sure, it’ll be dangerous, but heck, it’s nothin’ you ain’t done before.

LA Cops is a fast, action packed 3D top down shooter set to a theme of 70s Cops in LA trying to do a tough job in a tough town. Gameplay includes an extra edge as you control two cops, using them strategically to get one up on the bad guys!

A smart targeting system UI allows, you, the player to position your cops tactically whilst taking out the bad guys in real time.",
