Title,Note,Id,Date de Sortie,Age Rating,Franchise,Genres,Hypes,nb_languages,nb_platforms,Themes,Collection,Graphismes,Publisher,Developer,Multiplayer,Perspective,Similar Games,Game Engine,Summary,Storyline
Stardew Valley,89,17000,2016,16 year,NA,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie']",1,15,10,"['Fantasy', 'Business', 'Sandbox', 'Romance']",Yes,2073600,"['ConcernedApe', 'Chucklefish Games']",['ConcernedApe'],Yes,Bird view / Isometric,"[9243, 17379, 19404, 25311, 26574, 29173, 36198, 44242, 81680, 111187]",Microsoft XNA,"Stardew Valley is an open-ended country-life RPG! You’ve inherited your grandfather’s old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home? It won’t be easy. Ever since Joja Corporation came to town, the old ways of life have all but disappeared. The community center, once the town’s most vibrant hub of activity, now lies in shambles. But the valley seems full of opportunity. With a little dedication, you might just be the one to restore Stardew Valley to greatness!","You’ve inherited your grandfather’s old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home? It won’t be easy. Ever since Joja Corporation came to town, the old ways of life have all but disappeared. The community center, once the town’s most vibrant hub of activity, now lies in shambles. But the valley seems full of opportunity. With a little dedication, you might just be the one to restore Stardew Valley to greatness!"
Mario & Luigi: Superstar Saga + Bowser's Minions,N/A,37151,2017,Tout Public,NA,"['Platform', 'Role-playing (RPG)', 'Adventure']",0,7,1,"['Action', 'Fantasy', 'Comedy']",Yes,2748000,"['Nintendo', 'Nintendo of America', 'Nintendo of Europe']",['AlphaDream'],NA,Bird view / Isometric,"[19164, 24426, 28168, 55038, 55199, 81249, 96217, 103303, 106987, 113360]",NA,"""The game that launched the Mario & Luigi series returns looking better than ever before.

In this renewed classic, Mario and Luigi journey to the Beanbean Kingdom with Bowser to restore Princess Peach’s voice. Control Mario and Luigi simultaneously, making use of their unique Bros. Moves to solve puzzles and emerge victorious in action-packed battles. Pay heed to the enemy’s patterns and time your reactions right to land satisfying counterblows.

Included in this remake is the Minion Quest: The Search for Bowser mode, which tells the story of the game from the perspective of Bowser’s minions. Recruit characters to grow your own Minion army as you fight to locate your missing leader!""",
Oxenfree,80,14587,2016,16 year,NA,"['Role-playing (RPG)', 'Adventure', 'Indie']",0,15,8,"['Fantasy', 'Science fiction', 'Thriller', 'Drama']",Yes,6607256,['Night School Studio'],['Night School Studio'],NA,Side view,"[24426, 25311, 28070, 36198, 55038, 55984, 96217, 105269, 106987, 113360]",Unity,"Oxenfree is a supernatural adventure game. Rites of passage and Senior year traditions set the stage for a group of friends sneaking off to Edwards Island, an old military outpost with no phone service. Players will take on the role of Alex as she brings her new stepbrother Jonas to an overnight party gone horribly wrong. Inspired by classic cult films like Stand by Me and Poltergeist, Oxenfree is an adventure that pulls from the past but looks to the present. “It’s a coming of age story where players control how their hero comes of age,” says Sean Krankel, co-founder of Night School. “We’re drawing on the fond and mortifying aspects of being in your late teens, and setting it against a dangerous and ghostly backdrop.”",
88 Heroes: 98 Heroes Edition,65,74315,2017,Tout Public,NA,"['Platform', 'Indie', 'Arcade']",0,8,1,"['Action', 'Science fiction']",Yes,2073600,['Rising Star Games'],[],NA,NA,"[25311, 28070, 43367, 55190, 56033, 105269, 107318, 110503, 113895, 117311]",NA,"It's 8:08am on 8th August 1988, and the evil Dr. H8 has brought the world to the brink of total annihilation! His demands are simple: pay $88 octillion within 88 minutes, or Dr. H8's 88 thermo-nuclear warheads will wipe out the Earth! But who will save us in our time of need? The bravest? The boldest? No... the 88 Heroes (plus ten of their friends)!

Prepare to infiltrate Dr. H8's lair with the help of the strangest, dumbest and most pointless superheroes ever! With 88 levels between you and Dr. H8, only 88 seconds to complete each level and the 88-minute Doomsday clock already ticking, lead 98 unique characters – each with their own special abilities – on a platform-hopping, enemy-smashing, danger-dodging mission to save Earth from complete destruction!",
Cyberdimension Neptunia: 4 Goddesses Online,71,26402,2017,Tout Public,NA,['Role-playing (RPG)'],1,8,2,"['Action', 'Science fiction']",Yes,1190400,"['Compile Heart', 'Idea Factory International, Inc.']","['Compile Heart', 'Tamsoft', 'Idea Factory']",NA,Third person,"[25311, 25636, 54775, 55038, 86477, 89550, 96217, 105269, 107318, 113636]",Unreal Engine,"The story starts out with the Neptune and friends playing ""4 Goddesses Online"" and they begin to notice the existence of new characters, and then proceed to fight enemies. Also, there will be an enemy who is similar to Arfoire.",
Middle-earth: Shadow of War,80,27421,2017,18 year,NA,"['Role-playing (RPG)', 'Adventure']",78,36,3,"['Action', 'Fantasy', 'Open world']",Yes,61561660,['WB Games'],['Monolith Productions'],NA,Third person,"[1942, 3025, 9938, 11646, 18167, 22387, 26855, 28168, 28540, 36198]",Firebird Engine,"Go behind enemy lines to forge your army, conquer Fortresses and dominate Mordor from within. Experience how the award winning Nemesis System creates unique personal stories with every enemy and follower, and confront the full power of the Dark Lord Sauron and his Ringwraiths in this epic new story of Middle-earth.","The world of men is ending.

In fires of Mount Doom, a ranger, and wraith bound together in death. Crafted the one thing that could challenge Sauron, a Ring of Power.

But power can blind those who seek it, The Great Deceiver has returned to Middle-Earth, to rebuild his armies. To rule all.

The corruption will be contained no longer.

The war for Mordor begins."
Raid: World War II,46,10403,2017,18 year,NA,"['Shooter', 'Role-playing (RPG)', 'Adventure']",1,15,3,['Action'],Yes,1190400,['Starbreeze Studios'],['Lion Game Lion'],Yes,First person,"[19164, 36198, 55038, 76877, 96217, 103301, 105049, 105269, 107318, 113114]",Diesel,"Raid: World War II is an action-packed four player co-op shooter set during a time when the Nazis was winning and hope was in short supply. Four players team up to fight and steal all across Europe. Anything goes, as long as one simple goal is achieved: stop the Nazis.",
Tiny Barbarian DX,77,16693,2013,Tout Public,NA,"['Platform', 'Adventure']",0,1,4,"['Action', 'Fantasy', 'Historical']",Yes,2073600,"['StarQuail Games', 'Nicalis, Inc.']",['StarQuail Games'],NA,Side view,"[24426, 28070, 28168, 29032, 36198, 47823, 55199, 80916, 96217, 106987]",NA,"Tiny Barbarian DX is an action-packed sword 'em up inspired by fantasy pulp fiction. Like those short stories, the game is split into four distinct episodes, each with a new setting, new enemies, and new music! Best of all, when you buy the game, you will get all other episodes as they become available! Episode 1 is available now, with more coming soon! What are you waiting for? It's Time to Get Tiny!",
Touhou Kobuto V: Burst Battle,42,27261,2016,Tout Public,NA,"['Fighting', 'Shooter', 'Indie']",0,1,3,"['Action', 'Fantasy']",Yes,2073600,['NIS America'],['CUBETYPE'],NA,Third person,"[19164, 24426, 36198, 47823, 55038, 60315, 96217, 105269, 106987, 113360]",NA,"A Touhou ""Bullet Hell Battle"" game, where players face opponents using unrelenting shoot-'em-up tactics, whilst avoiding the same.",
Unbox: Newbies Adventure,71,27529,2017,Tout Public,NA,"['Platform', 'Adventure', 'Indie']",0,5,4,"['Action', 'Comedy', 'Kids', 'Open world']",Yes,2073600,"['Prospect Games', 'Merge Games']",['Prospect Games'],Yes,Third person,"[20342, 24426, 26574, 28070, 55190, 56033, 77529, 96217, 105011, 111130]",NA,"An updated version of the game Unbox. 
 
The Windows version of the original game was given a free update with the new content when it was released on Xbox One and PlayStation 4.",
The Evil Within 2,76,36813,2017,18 year,NA,"['Shooter', 'Role-playing (RPG)', 'Adventure']",14,35,3,"['Action', 'Horror', 'Survival', 'Stealth']",Yes,116640000,['Bethesda Softworks'],['Tango Gameworks'],No,First person,"[1905, 13210, 17379, 18225, 22387, 26192, 28168, 37016, 55038, 105049]",id Tech 5,"The Evil Within 2 is the latest evolution of survival horror. Detective Sebastian Castellanos has lost it all. But when given a chance to save his daughter, he must descend once more into the nightmarish world of STEM.

Horrifying threats emerge from every corner as the world twists and warps around him. Will Sebastian face adversity head on with weapons and traps, or sneak through the shadows to survive.","Three years after the events at Beacon Mental Hospital, Sebastian Castellanos has left the Krimson City Police Department and continues to be haunted by his experiences at Beacon, the disappearance of his wife Myra, and the death of his daughter Lily in a house fire."
Tear: Owari to Hajimari no Shizuku,N/A,68389,2017,NA,NA,"['Adventure', 'Visual Novel']",0,0,2,[],Yes,NA,NA,NA,NA,NA,"[12328, 26870, 34218, 74946, 87622, 103292, 105060, 106992, 110779, 111130]",NA,Visual novel adventure for PS4 and PS VR.,
ELEX,67,11567,2017,16 year,NA,"['Role-playing (RPG)', 'Adventure']",21,21,3,"['Action', 'Fantasy', 'Science fiction', 'Open world']",Yes,8294400,['THQ Nordic'],['Piranha Bytes'],NA,Third person,"[18869, 19541, 19564, 22387, 27092, 28168, 36198, 54842, 55038, 81249]",Genome,"An action, role-playing open world game for PC and Consoles, Elex was developed by Piranha Bytes, creators of the award winning Gothic series and is set in a brand new, post-apocalyptic, Science-Fantasy universe where magic meets mechs.

""Advanced in technology, civilized and with a population of billions, Magalan was a planet looking to the future. Then the meteor hit.

Those who survived are now trapped in a battle to survive, a struggle to decide the fate of a planet. At the center of this fight is the element “Elex”. A precious, limited resource that arrived with the meteor, Elex can power machines, open the door to magic, or re-sculpt life into new, different forms.

But which of these choices should be the future of Magalan? Can technology or magic save this world? Or will this new power destroy all those left alive amongst the ruins?""","Being raised as an Alb and fed pure Elex to strengthen your body and to be free from emotion, you lived in a world of cold logic and military discipline. Set to rise through the ranks, a scourge to your enemies, your destiny seemed sure. Now, as the smoke rises over the wreckage of your glider in the mountains of Edan, you are trapped far from Xacor. With no access to pure Elex, you are experiencing emotions for the first time in your life. Stranded amongst your enemies, outcast from your people, you must find a new course, you must decide how your life can decide the fate of the world."
Etrian Odyssey V: Beyond the Myth,80,18224,2016,Tout Public,NA,"['Role-playing (RPG)', 'Strategy', 'Adventure']",1,1,1,"['Action', 'Fantasy']",Yes,1280000,"['Atlus', 'Atlus USA', 'Koch Media', 'Sega Games']",['Atlus'],NA,First person,"[2365, 6767, 7276, 10297, 22387, 25921, 26845, 27092, 28168, 96217]",NA,"""Etrian Odyssey V: Beyond the Myth – The fifth main installment of the long-running Etrian Odyssey series is finally arriving!

Etrian Odyssey V: Beyond the Myth chronicles the quest of a new adventurer (hey, that’s you!) as he or she attempts to reach the top of the towering Yggdrasil Tree. For it is said that whoever braves the dangers of the dreaded Yggdrasil Labyrinth and reaches the summit will have their greatest wish fulfilled…""

""With four unique races, 10 distinct classes, more customization options than any previous game in the franchise, and a streamlined skill tree/class advancement, you can shape a party to whatever your heart desires.""",
Gran Turismo Sport,75,14363,2017,Tout Public,NA,"['Racing', 'Simulator', 'Sport']",15,0,2,['Non-fiction'],Yes,2073600,['Sony Interactive Entertainment'],['Polyphony Digital'],No,First person,"[3772, 4643, 26709, 27081, 36872, 36926, 78511, 107196, 114286, 118871]",Custom built engine,"Welcome to the future of motorsports – the definitive motor racing experience is back and better than ever only on PlayStation 4.

Gran Turismo Sport is the world’s first racing experience to be built from the ground up to bring global, online competitions sanctioned by the highest governing body of international motorsports, the FIA (Federation International Automobile). Create your legacy as you represent and compete for your home country or favorite manufacturer.",
The Jackbox Party Pack 4,74,28213,2017,Tout Public,NA,"['Puzzle', 'Strategy', 'Quiz/Trivia', 'Indie']",1,2,9,"['Comedy', 'Kids', 'Party']",Yes,3823820,"['Jackbox Games, Inc.']","['Jackbox Games, Inc.']",NA,NA,"[11529, 11588, 17130, 19082, 19083, 20329, 28113, 28472, 55190, 56033]",NA,"The biggest and fourthiest addition to this storied party game franchise features the blanking fun sequel Fibbage 3 and its new game mode, Fibbage: Enough About You; the web-based frame game Survive the Internet; the spooky date-a-thon Monster Seeking Monster; the deranged debate match Bracketeering; and the one-up art game Civic Doodle. Use your phones or tablets as controllers and play with up to 16 players, plus an audience of up to 10,000!",
Megaton Rainfall,72,54580,2017,Tout Public,NA,"['Shooter', 'Simulator', 'Indie']",0,24,7,"['Action', 'Sandbox']",Yes,2073600,"['Pentadimensional Games, SL']","['Pentadimensional Games, SL']",NA,First person,"[17130, 26574, 36553, 37419, 47823, 51577, 55190, 76263, 105011, 113360]",NA,"Become an indestructible interdimensional superbeing in this first-person superhero game, and save Earth from an alien invasion. Be careful though - you are so powerful you can destroy entire skyscrapers (unintentionally) when you miss your otherworldly target...",
Rogue Trooper Redux,59,27519,2017,16 year,NA,"['Shooter', 'Adventure', 'Arcade']",0,19,4,"['Action', 'Science fiction']",Yes,2073600,['Rebellion Developments'],['TickTock Games'],Yes,Third person,"[1877, 19164, 25311, 55038, 103292, 103301, 105269, 106805, 107318, 113114]",NA,"A pioneering tactical shooter and landmark comic book adaptation, Rogue Trooper is back, remastered and revitalised in true high definition. Experience acclaimed combat and explosive third person action in this tale of betrayal and revenge at the far reaches of the galaxy.","You are the last Genetic Infantryman (GI). Bred for war and betrayed by your superiors at the Quartz Zone massacre, you stalk the battlefield as a one-man squad, carrying the sentient biochips of three fallen soldiers in your rifle, pack and helmet.

Your mission? Fight your way across the chemical-blasted wastes of Nu-Earth - a planet ravaged by an endless apocalyptic war – in search of the Traitor General… and payback!"
South Park: The Fractured but Whole,79,11161,2017,18 year,NA,"['Role-playing (RPG)', 'Strategy', 'Adventure']",106,24,4,"['Action', 'Comedy']",Yes,94104000,['Ubisoft Entertainment'],['Ubisoft San Francisco'],NA,Side view,"[1877, 19564, 19565, 25311, 26574, 26950, 27092, 35994, 36198, 119171]",Snowdrop,"Players will once again assume the role of the New Kid, and join South Park favorites Stan, Kyle, Kenny and Cartman in a new hilarious and outrageous adventure. This time, players will delve into the crime-ridden underbelly of South Park with Coon and Friends.

This dedicated group of crime fighters was formed by Eric Cartman whose superhero alter-ego, The Coon, is half man, half raccoon. As the New Kid, players will join Mysterion, Toolshed, Human Kite, Mosquito, Mint Berry Crunch and a host of others to battle the forces of evil while Coon strives to make his team the most beloved superheroes in history.","After the events of South Park: The Stick of Truth, the children of South Park become role-playing superheroes. However, a falling-out over Cartman's planned film franchise splinters the boys split into two groups, with some calling for a civil war to make their own franchise. The player again controls The New Kid, though they can now change his gender to female if they wish."
WWE 2K18,66,31558,2017,16 year,NA,"['Fighting', 'Simulator', 'Sport']",21,0,4,"['Action', 'Non-fiction']",Yes,2073600,['2K Sports'],"['Visual Concepts', ""Yuke's""]",Yes,Bird view / Isometric,"[1877, 2265, 5297, 7846, 11057, 19516, 36911, 103218, 119422, 121435]",NA,"This latest entry in 2k Sports WWE series boasts a next generation graphics engine, the largest roster of any WWE game before it with the rosters updated gimmick sets and show stylings to closely resembles the current TV product, and the first WWE 2k only be released on current generation hardware.

Seth Rollins was revealed to be the cover star, and the game's slogan is ""Be Like No One.""",
A Mortician's Tale,78,28073,2017,NA,NA,"['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",1,1,3,[],Yes,1190400,['Laundry Bear Games'],['Laundry Bear Games'],NA,Bird view / Isometric,"[25311, 26145, 26574, 29348, 35994, 79134, 80916, 96217, 106987, 109339]",Unity,"A Mortician's Tale is a narrative-driven death positive video game where you play as a mortician tasked with running a funeral home—preparing the cadavers of the deceased (via embalming or cremation), attending their funerals and listening to their loved ones' stories, and running the business.","A Mortician's Tale is a story-driven death positive video game where you play as a mortician tasked with running a funeral home. Take on the role of recent funeral direction graduate Charlie as she learns the ropes of the business and industry. Prepare the bodies of the deceased (via embalming or cremation), attend their funerals and listen to their loved ones' stories, and interact with Charlie's coworkers, clients, and bosses. 
 
A Mortician's Tale is an informative, honest, and sometimes humorous look at the current state of and the future of the western death industry."
