Title,Note,Id,Date de Sortie,Age Rating,Franchise,Genres,Hypes,nb_languages,nb_platforms,Themes,Collection,Graphismes,Publisher,Developer,Multiplayer,Perspective,Similar Games,Game Engine,Summary,Storyline
Frozen Synapse 2,76,18435,2018,NA,NA,"['Real Time Strategy (RTS)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Indie']",3,2,3,['Science fiction'],Yes,1184000,['Mode 7 Games'],['Mode 7 Games'],NA,Bird view / Isometric,"[9278, 10388, 11550, 11666, 13660, 14394, 17111, 17130, 33153, 102057]",NA,"Frozen Synapse 2 is the sequel to the award-winning turn-based tactical game. Command your squads in a vast procedurally generated city: enter any building, perform any mission, execute any strategy.",
Spirit Hunter: NG,73,120556,2018,16 year,NA,"['Adventure', 'Visual Novel']",0,5,4,"['Horror', 'Mystery']",Yes,2073600,"['Aksys Games', 'Experience Inc.']",['Experience Inc.'],NA,Side view,"[13189, 18011, 25646, 26565, 27266, 27725, 55282, 111130, 116530, 119308]",NA,"While its predecessor, Spirit Hunter: Death Mark, found its spirits in distinct, horrifying locales, Spirit Hunter: NG weaves fear seamlessly into the mundane. Face down monsters in quiet residential streets, neighborhood parks, and even the protagonist’s own home. Be careful—terror lurks behind every corner.",
Wasteland 2: Director's Cut,80,20046,2015,18 year,NA,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",0,14,6,['Science fiction'],Yes,2073600,"['Deep Silver', 'inXile Entertainment']",['inXile Entertainment'],NA,Bird view / Isometric,"[13200, 17130, 25311, 26145, 26574, 28182, 35994, 79134, 103232, 109339]",NA,"From the Producer of the original Fallout comes Wasteland 2, the sequel to the first-ever post-apocalyptic computer RPG.

The Wasteland's hellish landscape is waiting for you to make your mark... or die trying. With over 80 hours of gameplay, you will deck out your Desert Ranger squad with the most devastating weaponry this side of the fallout zone, test the limits of your strategy skills, and bring justice to the wasteland.",
Black Clover: Quartet Knights,53,76736,2018,Tout Public,NA,"['Fighting', 'Shooter', 'Role-playing (RPG)', 'Adventure']",2,15,2,"['Action', 'Fantasy']",Yes,2073600,"['Bandai Namco Entertainment Europe', 'Bandai Namco Entertainment America', 'Bandai Namco Entertainment']",['Ilinx Corporation'],No,Third person,"[19164, 47823, 55038, 55199, 81249, 96217, 101608, 103303, 106987, 113360]",NA,"Take part in 4-on-4 team battles and cast an array of magic spells to defeat the opposing team! You can assume one of four roles. Use your role and spells to the best possible effect, and cooperate with your teammates to win the battle!",
NHL 19,80,103500,2018,Tout Public,NA,['Sport'],2,0,2,['Non-fiction'],Yes,NA,['EA Sports'],['EA Canada'],NA,Bird view / Isometric,"[817, 824, 875, 11650, 96209, 102122, 114286, 114287, 116352, 116353]",NA,"In NHL 19, hockey returns to its roots by taking the game to the great outdoors. Play on outdoor rinks and journey from the pond to the pros in new and returning modes. Compete with and against over 200 of the greatest hockey legends, including Wayne Gretzky, all powered by the cutting-edge gameplay technology Real Player Motion Tech. RPM Tech delivers explosive-edge skating with faster acceleration, and more responsiveness. A new collision physics system also adds bigger, jaw-dropping hits. Introducing World of CHEL, a brand new game hub of new and returning Create-A-Character modes united under a single reward system. Design your character and progress to earn custom gear, equipment and over 900 new apparel customization options, including lifestyle clothing like hoodies, jackets, winter knits and more. Express yourself with a unique look and personalize your game with brand new player classes and unique player traits that give you the freedom to look, feel and play the way you want.",
Shadow of the Tomb Raider,75,37777,2018,18 year,NA,"['Shooter', 'Adventure']",43,35,7,"['Action', 'Survival', 'Historical', 'Stealth', 'Mystery']",Yes,921600,['Square Enix'],"['Eidos Montréal', 'Crystal Dynamics']",NA,Third person,"[17548, 18290, 25300, 26192, 28309, 47823, 68287, 80916, 103292, 105049]",Crystal Engine,"As Lara Croft races to save the world from a Maya apocalypse, she must become the Tomb Raider she is destined to be.","In the two months since Rise of the Tomb Raider, Lara Croft and her friend Jonah Maiava have dedicated themselves to stopping the activities of paramilitary organization Trinity. The two track a cell to Cozumel in Mexico that is led by Pedro Dominguez, the head of Trinity's High Council. Slipping inside nearby tombs being excavated by Trinity, Lara discovers a temple containing the Dagger of Chak Chel and references to a hidden city. Murals adorning the walls allude to the Silver Box of Ix Chel and warn of ""the Cleansing"", a Mayan apocalypse culminating in a permanent solar eclipse. Lara ignores the warnings and takes the Dagger to prevent Trinity from acquiring it. Dominguez catches her and reveals that by taking the Dagger, Lara has triggered the Cleansing. He takes the Dagger, intending to unite it with the Box to stop the Cleansing and use the power it grants him to remake the world in his image. Lara and Jonah escape a tsunami that destroys Cozumel and foreshadows the coming apocalypse.
Despite growing tensions between them over her actions, Lara and Jonah pursue Dominguez into the Amazon. Their plane crashes in the Peruvian jungle during the second cataclysm—a massive storm—and the two find their way to Paititi, the hidden city shown in the murals. Exploring local tombs reveals that piercing the Box with the Dagger will grant the user the power of the god Kukulkan, which must be used to halt the Cleansing. Lara witnesses Trinity soldiers being slaughtered by strange humanoid monsters later identified as the Yaaxil, guardians of the Box. When Lara saves a boy named Etzli, she and Jonah are brought into Paititi by his mother Unuratu, queen of the city. Lara sees Dominguez is the leader of a cult dedicated to Kukulkan and Unuratu reveals he is her brother-in-law Amaru, who was taken by Trinity as a child and raised to complete the ritual and reshape the world in their image. Unuratu directs Lara to the Box, but Lara finds it is missing. Believing the cult already has the Box, Lara, and Unuratu attempt to steal it, but Unuratu is captured. Lara also encounters the Yaaxil and their leader Crimson Fire.
Lara infiltrates the cult's temple and overhears Amaru telling Unuratu that the Box was hidden by Andres Lopez, a missionary sent to Paititi by Trinity during the Spanish conquest of South America. Lara rescues Unuratu and realizes that Amaru does not fully understand the ritual; rather than merely imbuing Kukulkan's power, the ritual sacrifices it to stop the Cleansing. Unuratu is shot by Commander Rourke, Amaru's second in command. Before she dies, Unuratu implores Lara to complete the ritual but warns her not to let the Box influence her. Rourke attacks Lara and Jonah, who are separated as they leave Paititi to decipher the next clue. Thinking Jonah dead, Lara goes on a rampage that destroys an oil refinery and slaughters everyone there except Rourke, who escapes. She momentarily breaks down when she finds Jonah alive, but he manages to calm her, and they decipher the Box's location. Driven mad by the Box, Lopez established a mission near Paititi where he trained acolytes to complete the ritual. Lara and Jonah find a secret catacomb beneath the missiong leading to Lopez's tomb and the Box. Amaru finds them and forces Lara to surrender the Box. He admits that he ordered her father's death to prevent him from finding Paititi and revealing it to the world. Lara tries to persuade Amaru to use the ritual to benefit the world. He refuses, as the Cleansing will only affect Paititi. Amaru has used his position in Trinity to manipulate them into preventing it. He leaves Lara and Jonah to escape the third cataclysm, a massive earthquake that causes a landslide and destroys the mission.
Back in Paititi, Lara and Jonah help the newly-crowned Etzli lead an assault on an underground temple complex at Paititi's center. They plan to disrupt Amaru's ceremony while avoiding the fourth cataclysm, a volcanic eruption threatening Paititi. Lara is forced to go on alone when Trinity cuts off Etzli's forces. She encounters the Yaaxil and Crimson Fire, convincing them to help her stop Amaru. Lara takes on the symbolic role of Ix Chel while Crimson Fire becomes Chak Chel. While the Yaaxil kill Rourke and the Trinity High Council, Lara makes it to the temple summit. She fails to stop Amaru from piercing the Box and absorbing Kukulkan's power as an eclipse blocks the sun. Lara overpowers Amaru after a lengthy battle; accepting defeat, he transfers Kukulkan's power to Lara as he dies. True to Unuratu's warning, she is tempted to use the Box to revive her parents, but instead lets Crimson Fire symbolically stab her, sacrificing Kukulkan's spirit and stopping the Cleansing. In the aftermath, Unuratu is laid to rest, and Jonah decides to take a vacation. Lara stays in Paititi to help Etzli restore the city to its former glory. A post-credits scene shows Lara planning her next adventure at Croft Manor, acknowledging that her role is not to solve the world's mysteries, but to protect them."
Capcom Beat 'Em Up Bundle,78,109456,2018,16 year,NA,"['Fighting', ""Hack and slash/Beat 'em up"", 'Arcade']",0,8,4,['Action'],Yes,2016000,['Capcom'],['Capcom'],NA,Side view,"[10605, 43367, 54775, 76253, 89550, 90011, 103369, 107262, 113109, 117533]",MT Framework,"""Final Fight, the 1989 classic that introduced the world to Haggar, Cody and Guy, kicked off a surge of imaginitive beat 'em ups that took arcades by storm throughout the 1990s. Final Fight and six additional games are included in Capcom Beat 'Em Up Bundle, each with their own colorful characters, unique gameplay and over-the-top bosses.

But with so many bad guys to face, you're going to need some help! Capcom Beat 'Em Up Bundle supports local and online multiplayer for all seven titles - so reach out to friends for help or meet new brawling buddies online!

All seven games offer both the English and Japanese versions of the game. Choose whichever you like!

Want even more? A detailed gallery contains archival documents for all seven games, including rarities from decades ago and notes from the developers!""",
Labyrinth of Refrain: Coven of Dusk,75,13062,2016,16 year,NA,"['Role-playing (RPG)', 'Strategy', 'Adventure']",0,3,4,['Fantasy'],Yes,2073600,"['Nippon Ichi Software', 'NIS America']",['Nippon Ichi Software'],NA,First person,"[19404, 24426, 25921, 27092, 28010, 96217, 103334, 106987, 115653, 119171]",NA,"Labyrinth of Refrain: Coven of Dusk is a first-person dungeon-crawler RPG using a party of 5 characters chosen from 6 classes. Later it seems like you can have 5 groups of 3 characters acting as one party with a mix of classes together.

""Become the living book, Tractatus de Monstrum, and command a brigade of puppet soldiers as you navigate the twisting passageways of the Labyrinth of Refrain.

When at your base, prepare for your journey by upgrading your brigade! Create new puppet soldiers, assign them different squads and formations, synthesize better equipment, take requests from townsfolk, and get assistance from Dronya in the form of Witch Petitions.

Once you've entered the labyrinth, be sure to search every nook and cranny as you jump over barricades, solve puzzles, and smash your way through walls to delve further and further downward in search of treasure and rare artifacts. But be careful, the more riches you obtain, the more vicious the dungeon becomes. Can you survive long enough to bring your haul back?

Fight past terrifying monsters by giving orders to your puppet brigade. Change their formation, use special skills, or call for an all-out attack! The battles you face will be challenging, so your success depends on your preparation and your strategy.""",
Legendary Fishing,N/A,110788,2018,Tout Public,NA,"['Simulator', 'Sport', 'Adventure']",0,9,2,[],Yes,2073600,['Ubisoft Entertainment'],['SIMS'],No,First person,"[25311, 28129, 29348, 79134, 87975, 103232, 109339, 114285, 118871, 119422]",NA,"Experience the thrill of catching over 20 different types of fish, from king salmon to largemouth bass, in this legendary fishing experience. Includes unlockable gear, missions, multiple destinations, and hours of fun solo or with friends and family. Cast, hook, and reel!",
Scribblenauts Mega Pack,79,104660,2018,Tout Public,NA,"['Puzzle', 'Adventure']",1,7,4,[],Yes,2279040,"['Warner Bros. Interactive Entertainment', 'WB Games']",['Shiver Entertainment'],NA,NA,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",NA,Get the best of Scribblenauts with Scribblenauts Mega Pack! Two classic games with ALL-NEW content to explore!,
Undertale,92,12517,2015,16 year,NA,"['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",0,2,7,"['Fantasy', 'Horror', 'Comedy', 'Drama']",Yes,2289600,"['8-4', 'tobyfox']",['tobyfox'],NA,Bird view / Isometric,"[3222, 18182, 22387, 23733, 26226, 26845, 105447, 111253, 221667, 235682]",GameMaker: Studio,"A small child falls into the Underground, where monsters have long been banished by humans and are hunting every human that they find. The player controls the child as they try to make it back to the Surface through hostile environments, all the while engaging with a turn-based combat system with puzzle-solving and bullet hell elements, as well as other unconventional game mechanics.","""A long time ago, two races ruled peacefully over the Earth: HUMANS and MONSTERS. One day, a terrible war broke out between the two races. After a long battle, the humans were victorious. They sealed the monsters underground with a magical spell.

In the year 201X, a small child scales Mt. Ebott. It is said that those who climb the mountain never return.

Seeking refuge from the rainy weather, the child enters a cave and discovers an enormous hole.

Moving closer to get a better look... the child falls in.

Now, our story begins."""
CrossCode,82,35282,2018,Tout Public,NA,"['Shooter', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",1,11,7,"['Action', 'Science fiction']",Yes,2000000,"['Deck13 Interactive', 'WhisperGames', 'Mayflower Entertainment', 'DANGEN Entertainment']",['Radical Fish Games'],NA,Bird view / Isometric,"[1877, 28309, 36198, 47823, 55038, 55190, 80916, 105269, 107169, 107318]",NA,"A retro-inspired 2D Action RPG set in the distant future. CrossCode combines 16-bit SNES-style graphics with butter-smooth physics, a fast-paced combat system, and engaging puzzle mechanics, served with a gripping sci-fi story.",
Star Control: Origins,75,25311,2018,Tout Public,NA,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']",5,21,1,"['Action', 'Science fiction']",Yes,2073600,['Stardock'],['Stardock'],NA,Third person,"[17130, 26574, 28182, 35994, 79134, 96217, 105269, 106987, 107318, 109339]",NA,"The Earthlings have joined the interstellar club. The galaxy will never be the same.

The year is 2086 and Earth has detected an alien distress call originating from the surface of Triton. In response, Star Control is formed with you as The Captain of Earth's first prototype starship.",
Broken Sword 5: The Serpent's Curse,69,2924,2013,16 year,NA,"['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Adventure']",4,19,7,"['Fantasy', 'Historical']",Yes,2073600,"['Ravenscourt', 'Revolution Software', 'Deep Silver']",['Revolution Software'],NA,Third person,"[3222, 8746, 9112, 9278, 9938, 10388, 11646, 18182, 24426, 36198]",Virtual Theatre,"Broken Sword 5: The Serpent's Curse is a classical point & click adventure. It abandons 3D graphics and direct control which were used in the two predecessors and returns to the style of the first two games. The only major technical differences are a higher resolution and that the characters are modelled instead of drawn. The game uses an intelligent mouse cursor: a right click on a hotspot results in looking at the item and a left click triggers an item-specific action. Of course this is the main ingredient of the puzzles: collecting items and using them on other items in order to solve problems. On some occasions there are also logic puzzles from a zoomed-in view on an object, e.g. connecting cables of an engine in order to repair the car's horn. Another important part of the game are conversations with the various characters, some of them known from previous instalments. During the course of the game the controlled character switches between George and Nico. A help function supports players who are stuck.","The story plot centers around the painting La Maledicció. George Stobbart and Nicole Collard witness as a masked man steals La Maledicció and kills the gallery owner. Both have their motivations to solve the crime, George works for the painting's insurer, Nico is a reporter and the police are incompetent, and so they unravel a conspiracy which is somehow connected to the Gnostic Gospels."
Giana Sisters Twisted Dreams: Owltimate Edition,74,78869,2018,Tout Public,NA,"['Platform', 'Puzzle', 'Arcade']",0,9,1,"['Action', 'Fantasy']",Yes,2073600,['HandyGames'],['Black Forest Games'],NA,Side view,"[533, 1331, 1334, 3098, 3188, 7342, 7344, 9174, 11646, 26855]",Havok Vision Game Engine,"Giana Sisters: Twisted Dreams – Owltimate Edition offers classic 2D platforming fun in meticulously detailed 3D environments. Players can turn cute Giana into a punk version of herself at the press of a button, transforming the game’s star, the soundtrack and even the world.

This overhaul isn’t merely cosmetic: Giana’s punk persona is a critical to overcoming obstacles and solving particularly tricky situations. In her sweet incarnation, Giana whirls gracefully over obstacles and opponents, but when ‘punked up’ she smashes through stone blocks with mighty dashes and can master her environment by bouncing off walls.",
Metal Max Xeno,61,74874,2018,Tout Public,NA,"['Role-playing (RPG)', 'Strategy', 'Adventure']",0,0,2,['Science fiction'],Yes,360000,"['Kadokawa Games', 'NIS America']",['Kadokawa Games'],NA,Third person,"[25311, 25921, 26145, 27092, 35994, 55038, 103232, 105269, 109339, 113402]",NA,"On that day humans start to face a crisis of destruction...
A new title from the RPG ""METAL MAX"" about the story of human and tank is here! ""METAL MAX Xeno"" now here on PlayStation!
Taking place at the ruined metropolis known as ""Death Tokio"" the story is one that actively involves the protagonist and tanks (vehicles) starting with the R Wolf.
Numerous possibilities for the tank customization awaits, containing features such as weapons, engines and equipment.
So enjoy this reincarnated true post-apocalyptic RPG now!",
Pathfinder: Kingmaker,73,36929,2018,16 year,NA,"['Role-playing (RPG)', 'Tactical']",8,13,6,['Fantasy'],Yes,1190400,['Deep Silver'],['Owlcat Games'],NA,Bird view / Isometric,"[13196, 19164, 19404, 22387, 26845, 96217, 99118, 115653, 119171, 127254]",Unity,"Pathfinder: Kingmaker is the first isometric party-based computer RPG set in the Pathfinder fantasy universe. Enjoy a classic RPG experience inspired by games like Baldur's Gate, Fallout 1 and 2 and Arcanum. Explore and conquer the Stolen Lands and make them your kingdom!","To the north lie the Stolen Lands, a region that has been contested territory for centuries. Hundreds of kingdoms have risen and fallen in these lands, and now it is time for you to make your mark—by building your own kingdom! To do so, you’ll need to survive the harsh wilderness and the threat of rival nations… as well as threats within your own court.

Pathfinder: Kingmaker is based on Paizo’s award-winning Pathfinder Adventure Path of the same name. You certainly don’t need to be familiar with the story, but if you are, you will encounter characters you know and love as well as a host of brand-new events, companions, allies, and threats that expand and enhance the original Adventure Path. With help from Paizo and their authors, the story and quests have been expanded by RPG writer Chris Avellone and the Owlcat team, allowing for even more adventure in the already rich narrative of the Stolen Lands.

While Pathfinder: Kingmaker is a single-player game, you won’t be adventuring alone. “”Kingmaker”” features a diverse cast of companions and NPCs, including iconic characters from the Pathfinder setting itself. You’ll need to decide who to trust and who to watch carefully, as each companion has an agenda, alignment, and goals that may differ from yours. Your journey will become their journey, and you’ll help shape their lives both in the moment and well into the future.

Your Kingdom

We chose to adapt the Kingmaker adventure path because it features a host of open-world mechanics, allowing players to experience the story at their own pace as they explore the Stolen Lands, which will challenge you as both an adventurer and a ruler. Most importantly, the game allows you to claim these lands as your own, letting you carve your own kingdom from the wilderness. While classic dungeon crawling and exploration lie at the heart of this adventure, diplomacy, politics, and kingdom development are also part of the challenge. Choose your allies well, and keep them close while exploring ancient tombs and ruins — and while dealing with politics in your own court.

As you’ll discover, building a kingdom goes beyond simply building a stronghold: Your kingdom is a reflection of your character and your choices throughout the game. It is a living thing shaped by your alignment, your allies, and your ability to lead your people. Not only can your kingdom expand, opening up new territories and allowing you to build new towns and communities, but your capital city will physically change based on your decisions, your policies, and even whom you choose to ally with. As your kingdom grows, a number of factions and neighboring countries will come to you to seek favor—and to test your strength.

Explore – Conquer – Rule"
Punch Line,66,11775,2016,16 year,NA,"['Puzzle', 'Role-playing (RPG)', 'Adventure']",1,3,3,"['Comedy', 'Mystery']",Yes,1190400,"['5pb.', 'PQube']",['5pb.'],NA,NA,"[18011, 18225, 24426, 26223, 27092, 27725, 80916, 81275, 107614, 116530]",NA,"Punch Line is an upcoming Japanese adventure game with puzzle elements and is based on the Punch Line multimedia franchise. The game has the players visiting the heroines’ rooms in search of the “Nandala Gandala” book. While doing this, you can select a point in the room to try and trigger a prank. If your prank is successful and you level up, Chiranosuke will appear and the story will advance. When the player peeks at the heroines’ panties, their “Outbreak Gauge” will increase, and if it reaches its max, the entire human race is destroyed. The story will follow parts and mysteries not seen in the anime, as well as have different endings. According to scenario writer Kotaro Uchikoshi, the game adds 10 episodes over the 12-episode anime and the second half of the game will have entirely different mechanisms than the first half.",
Psyvariar Delta,N/A,96488,2018,Tout Public,NA,"['Shooter', 'Arcade']",0,6,3,"['Action', 'Science fiction']",Yes,2073600,"['City Connection', 'Dispatch Games']","['Success Corporation', 'City Connection']",NA,Side view,"[22799, 43367, 55038, 57187, 68286, 103301, 105269, 107318, 113362, 121532]",NA,"Psyvariar Delta is a classic shooter known for the Buzz System, where players level up by grazing enemy fire and chaining Buzz. Also included in this version are 2 HD remakes of the arcade classic Psyvariar Medium Unit and Psyvariar Revision with new additional features.",
Revenant Dogma,53,38505,2016,Tout Public,NA,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']",0,5,6,['Fantasy'],Yes,2073600,['Kemco'],['Exe-Create Inc.'],NA,Third person,"[19404, 22387, 24426, 36198, 55199, 94772, 96217, 106987, 113360, 115653]",NA,"The Path of Divine Power
Caine enters a ruins site in search of a feral relic said to be left behind by the gods and meets a mysterious girl in a mask.
This strange encounter becomes the catalyst of a grand scheme that will change the worlds of humans and therians.
Will this new-found power lead to prosperity or destruction...",
South Park: The Stick of Truth,85,1262,2014,18 year,NA,"['Role-playing (RPG)', 'Strategy', 'Adventure']",16,17,6,"['Action', 'Fantasy', 'Comedy', 'Open world']",Yes,94239600,[],['Obsidian Entertainment'],No,Third person,"[533, 538, 1020, 1081, 1121, 1834, 1887, 2031, 9938, 19441]",Onyx Engine,"From the perilous battlefields of the fourth-grade playground, a young hero will rise, destined to be South Park’s savior. From the creators of South Park, Trey Parker and Matt Stone, comes an epic quest to become… cool. Introducing South Park: The Stick of Truth.You begin as the new kid in town facing a harrowing challenge: making friends.

As you start your quest the children of South Park are embroiled in a city-wide, live-action-role-playing game, casting imaginary spells and swinging fake swords. Over time the simple children’s game escalates into a battle of good and evil that threatens to consume the world.Arm yourself with weapons of legend to defeat crab people, underpants gnomes, hippies and other forces of evil.

Discover the lost Stick of Truth and earn your place at the side of Stan, Kyle, Cartman and Kenny as their new friend. Succeed, and you shall be South Park’s savior, cementing your social status in South Park Elementary. Fail, and you will forever be known… as a loser.",
